demand_scenario,demand_multiplier,decision,step,action_j1,action_j2,vehicle_count,total_waiting_time,mean_speed,total_queue,J1_phase,J2_phase,departed_cumulative,arrived_cumulative,reward,done
saturation,2.0,7,300,1,0,133,438.0,6.825,35,2,0,398,271,-438.0,False
saturation,2.0,7,301,1,0,137,454.0,6.401,40,2,0,403,272,-454.0,False
saturation,2.0,7,302,1,0,135,473.0,6.215,36,2,0,403,274,-473.0,False
saturation,2.0,7,303,1,0,136,494.0,6.202,39,2,0,404,274,-494.0,False
saturation,2.0,7,304,1,0,136,517.0,6.277,41,2,0,405,275,-517.0,False
saturation,2.0,7,305,1,0,134,541.0,6.415,39,2,0,405,277,-541.0,False
saturation,2.0,7,306,1,0,133,566.0,6.446,41,2,0,406,279,-566.0,False
saturation,2.0,7,307,1,0,133,594.0,6.367,43,2,0,407,280,-594.0,False
saturation,2.0,7,308,1,0,132,623.0,6.246,42,2,0,407,281,-623.0,False
saturation,2.0,7,309,1,0,131,654.0,5.998,44,2,0,408,283,-654.0,False
saturation,2.0,7,310,1,0,134,687.0,5.648,50,2,0,413,285,-687.0,False
saturation,2.0,7,311,1,0,133,721.0,5.539,46,2,0,413,286,-721.0,False
saturation,2.0,7,312,1,0,131,771.0,5.296,49,2,0,414,289,-771.0,False
saturation,2.0,7,313,1,0,130,772.0,5.274,52,2,0,415,291,-772.0,False
saturation,2.0,7,314,1,0,130,794.0,5.467,49,2,0,415,291,-794.0,False
saturation,2.0,7,315,1,0,128,833.0,5.334,53,2,0,416,294,-833.0,False
saturation,2.0,7,316,1,0,129,864.0,5.489,52,2,0,417,294,-864.0,False
saturation,2.0,8,317,0,1,127,900.0,5.46,49,3,1,417,296,0.0,False
saturation,2.0,8,318,0,1,125,926.0,5.284,48,3,1,418,299,0.0,False
saturation,2.0,8,319,0,1,129,966.0,4.994,53,3,1,423,300,0.0,False
saturation,2.0,8,320,0,1,127,710.0,5.033,41,0,2,423,302,-710.0,False
saturation,2.0,8,321,0,1,127,541.0,5.136,37,0,2,424,303,-541.0,False
saturation,2.0,8,322,0,1,129,385.0,5.134,35,0,2,429,306,-385.0,False
saturation,2.0,8,323,0,1,128,283.0,5.503,25,0,2,429,307,-283.0,False
saturation,2.0,8,324,0,1,127,219.0,5.722,23,0,2,430,309,-219.0,False
saturation,2.0,8,325,0,1,130,165.0,5.759,26,0,2,435,311,-165.0,False
saturation,2.0,8,326,0,1,129,151.0,5.915,20,0,2,435,312,-151.0,False
saturation,2.0,8,327,0,1,128,126.0,5.97,19,0,2,436,314,-126.0,False
saturation,2.0,8,328,0,1,131,114.0,5.855,24,0,2,441,316,-114.0,False
saturation,2.0,8,329,0,1,131,113.0,6.064,21,0,2,441,316,-113.0,False
saturation,2.0,8,330,0,1,131,122.0,6.197,24,0,2,442,317,-122.0,False
saturation,2.0,8,331,0,1,132,135.0,6.409,24,0,2,443,317,-135.0,False
saturation,2.0,8,332,0,1,132,151.0,6.578,22,0,2,443,317,-151.0,False
saturation,2.0,8,333,0,1,131,178.0,6.716,25,0,2,444,319,-178.0,False
saturation,2.0,8,334,0,1,131,208.0,6.807,28,0,2,445,320,-208.0,False
saturation,2.0,8,335,0,1,131,242.0,6.985,31,0,2,445,320,-242.0,False
saturation,2.0,8,336,0,1,136,277.0,6.766,37,0,2,450,320,-277.0,False
saturation,2.0,8,337,0,1,137,314.0,6.847,35,0,2,451,320,-314.0,False
saturation,2.0,8,338,0,1,136,354.0,6.751,37,0,2,451,321,-354.0,False
saturation,2.0,8,339,0,1,135,384.0,6.593,41,0,2,452,323,-384.0,False
saturation,2.0,8,340,0,1,134,422.0,6.344,42,0,2,453,325,-422.0,False
saturation,2.0,8,341,0,1,133,466.0,6.121,42,0,2,453,326,-466.0,False
saturation,2.0,8,342,0,1,132,506.0,5.91,47,0,2,454,328,-506.0,False
saturation,2.0,8,343,0,1,133,542.0,5.744,51,0,2,455,328,-542.0,False
saturation,2.0,8,344,0,1,137,582.0,5.63,57,0,2,459,328,-582.0,False
saturation,2.0,8,345,0,1,138,623.0,5.595,55,0,2,460,328,-623.0,False
saturation,2.0,8,346,0,1,136,656.0,5.489,54,0,2,461,331,-656.0,False
saturation,2.0,8,347,0,1,136,679.0,5.628,53,0,2,461,331,-679.0,False
saturation,2.0,8,348,0,1,135,719.0,5.583,54,0,2,462,333,-719.0,False
saturation,2.0,8,349,0,1,135,733.0,5.499,52,0,2,463,334,-733.0,False
saturation,2.0,8,350,0,1,132,781.0,5.409,52,0,2,463,337,-781.0,False
saturation,2.0,8,351,0,1,132,836.0,5.42,55,0,2,464,338,-836.0,False
saturation,2.0,8,352,0,1,132,889.0,5.466,57,0,2,465,339,-889.0,False
saturation,2.0,8,353,0,1,133,942.0,5.357,60,0,2,469,342,-942.0,False
saturation,2.0,8,354,0,1,134,995.0,5.53,57,0,2,470,342,-995.0,False
saturation,2.0,8,355,0,1,130,1051.0,5.407,58,0,2,471,347,-1051.0,False
saturation,2.0,8,356,0,1,130,1106.0,5.505,56,0,2,471,347,-1106.0,False
saturation,2.0,8,357,0,1,129,1162.0,5.499,57,0,2,472,349,-1162.0,False
saturation,2.0,8,358,0,1,130,1221.0,5.468,60,0,2,473,349,-1221.0,False
saturation,2.0,8,359,0,1,126,1282.0,5.301,61,0,2,473,353,-1282.0,False
saturation,2.0,8,360,0,1,126,1342.0,5.255,62,0,2,474,354,-1342.0,False
saturation,2.0,8,361,0,1,128,1403.0,4.851,66,0,2,479,357,-1403.0,False
saturation,2.0,9,362,1,0,126,1464.0,4.886,61,1,3,479,359,0.0,False
saturation,2.0,9,363,1,0,127,1527.0,4.866,64,1,3,480,359,0.0,False
saturation,2.0,9,364,1,0,127,1591.0,4.323,69,1,3,485,364,0.0,False
saturation,2.0,9,365,1,0,126,1352.0,4.453,57,2,0,485,365,-1352.0,False
saturation,2.0,9,366,1,0,126,1174.0,4.494,55,2,0,487,367,-1174.0,False
saturation,2.0,9,367,1,0,130,1019.0,4.701,50,2,0,491,367,-1019.0,False
saturation,2.0,9,368,1,0,129,918.0,5.074,40,2,0,491,368,-918.0,False
saturation,2.0,9,369,1,0,129,866.0,5.359,41,2,0,492,369,-866.0,False
saturation,2.0,9,370,1,0,133,821.0,5.435,43,2,0,497,370,-821.0,False
saturation,2.0,9,371,1,0,133,777.0,5.744,37,2,0,497,370,-777.0,False
saturation,2.0,9,372,1,0,134,735.0,5.876,37,2,0,498,370,-735.0,False
saturation,2.0,9,373,1,0,135,697.0,5.96,38,2,0,499,370,-697.0,False
saturation,2.0,9,374,1,0,132,661.0,5.988,38,2,0,499,373,-661.0,False
saturation,2.0,9,375,1,0,133,629.0,6.004,41,2,0,500,373,-629.0,False
saturation,2.0,9,376,1,0,133,666.0,6.229,40,2,0,501,374,-666.0,False
saturation,2.0,9,377,1,0,132,632.0,6.383,39,2,0,501,375,-632.0,False
saturation,2.0,9,378,1,0,132,599.0,6.418,40,2,0,502,376,-599.0,False
saturation,2.0,9,379,1,0,136,564.0,6.268,45,2,0,507,377,-564.0,False
saturation,2.0,9,380,1,0,136,533.0,6.274,40,2,0,507,377,-533.0,False
saturation,2.0,9,381,1,0,137,504.0,6.29,41,2,0,508,377,-504.0,False
saturation,2.0,9,382,1,0,138,466.0,6.29,40,2,0,509,377,-466.0,False
saturation,2.0,9,383,1,0,137,469.0,6.293,41,2,0,509,378,-469.0,False
saturation,2.0,9,384,1,0,137,479.0,6.248,43,2,0,510,379,-479.0,False
saturation,2.0,9,385,1,0,137,471.0,6.13,44,2,0,511,380,-471.0,False
saturation,2.0,9,386,1,0,135,468.0,6.011,42,2,0,511,382,-468.0,False
saturation,2.0,9,387,1,0,140,459.0,5.887,47,2,0,516,382,-459.0,False
saturation,2.0,9,388,1,0,140,460.0,5.844,41,2,0,517,383,-460.0,False
saturation,2.0,9,389,1,0,139,459.0,5.902,39,2,0,517,384,-459.0,False
saturation,2.0,9,390,1,0,140,463.0,6.018,38,2,0,518,384,-463.0,False
saturation,2.0,9,391,1,0,139,481.0,6.02,39,2,0,519,386,-481.0,False
saturation,2.0,9,392,1,0,138,508.0,6.095,38,2,0,519,387,-508.0,False
saturation,2.0,9,393,1,0,137,541.0,6.073,41,2,0,520,389,-541.0,False
saturation,2.0,9,394,1,0,137,574.0,6.068,40,2,0,521,390,-574.0,False
saturation,2.0,9,395,1,0,135,617.0,6.073,41,2,0,521,392,-617.0,False
saturation,2.0,9,396,1,0,138,650.0,5.874,48,2,0,526,394,-650.0,False
saturation,2.0,9,397,1,0,136,684.0,5.687,43,2,0,527,397,-684.0,False
saturation,2.0,9,398,1,0,134,722.0,5.814,44,2,0,527,399,-722.0,False
saturation,2.0,9,399,1,0,134,760.0,5.804,45,2,0,528,400,-760.0,False
saturation,2.0,9,400,1,0,134,799.0,5.757,46,2,0,529,401,-799.0,False
saturation,2.0,9,401,1,0,137,847.0,5.583,51,2,0,533,402,-847.0,False
saturation,2.0,9,402,1,0,137,886.0,5.559,47,2,0,534,403,-886.0,False
saturation,2.0,9,403,1,0,134,927.0,5.368,48,2,0,535,407,-927.0,False
saturation,2.0,9,404,1,0,136,969.0,5.195,52,2,0,539,409,-969.0,False
saturation,2.0,9,405,1,0,135,1015.0,5.185,52,2,0,540,411,-1015.0,False
saturation,2.0,9,406,1,0,135,1046.0,5.162,53,2,0,542,413,-1046.0,False
saturation,2.0,10,407,0,1,138,1096.0,5.075,56,3,1,545,413,0.0,False
saturation,2.0,10,408,0,1,136,1147.0,4.947,55,3,1,546,416,0.0,False
saturation,2.0,10,409,0,1,136,1194.0,4.86,56,3,1,547,417,0.0,False
saturation,2.0,10,410,0,1,134,945.0,4.822,45,0,2,547,419,-945.0,False
saturation,2.0,10,411,0,1,134,748.0,4.845,39,0,2,548,420,-748.0,False
saturation,2.0,10,412,0,1,135,584.0,5.064,33,0,2,549,420,-584.0,False
saturation,2.0,10,413,0,1,139,480.0,5.076,33,0,2,553,420,-480.0,False
saturation,2.0,10,414,0,1,139,407.0,5.232,28,0,2,554,421,-407.0,False
saturation,2.0,10,415,0,1,137,341.0,5.346,27,0,2,555,424,-341.0,False
saturation,2.0,10,416,0,1,137,279.0,5.524,24,0,2,555,424,-279.0,False
saturation,2.0,10,417,0,1,137,233.0,5.709,25,0,2,556,425,-233.0,False
saturation,2.0,10,418,0,1,137,199.0,5.899,25,0,2,557,426,-199.0,False
saturation,2.0,10,419,0,1,135,179.0,5.891,27,0,2,557,428,-179.0,False
saturation,2.0,10,420,0,1,135,169.0,5.727,27,0,2,558,429,-169.0,False
saturation,2.0,10,421,0,1,139,184.0,5.39,34,0,2,563,430,-184.0,False
saturation,2.0,10,422,0,1,139,193.0,5.494,29,0,2,563,430,-193.0,False
saturation,2.0,10,423,0,1,140,204.0,5.565,33,0,2,564,430,-204.0,False
saturation,2.0,10,424,0,1,141,224.0,5.609,34,0,2,565,430,-224.0,False
saturation,2.0,10,425,0,1,141,255.0,5.742,35,0,2,565,430,-255.0,False
saturation,2.0,10,426,0,1,142,298.0,5.871,41,0,2,566,430,-298.0,False
saturation,2.0,10,427,0,1,142,329.0,5.998,40,0,2,567,431,-329.0,False
saturation,2.0,10,428,0,1,142,371.0,6.095,42,0,2,568,432,-371.0,False
saturation,2.0,10,429,0,1,141,418.0,6.032,44,0,2,568,433,-418.0,False
saturation,2.0,10,430,0,1,145,464.0,5.708,49,0,2,573,434,-464.0,False
saturation,2.0,10,431,0,1,143,513.0,5.63,46,0,2,573,436,-513.0,False
saturation,2.0,10,432,0,1,144,566.0,5.588,51,0,2,574,436,-566.0,False
saturation,2.0,10,433,0,1,143,624.0,5.578,56,0,2,575,438,-624.0,False
saturation,2.0,10,434,0,1,143,686.0,5.662,59,0,2,575,438,-686.0,False
saturation,2.0,10,435,0,1,142,750.0,5.57,62,0,2,576,440,-750.0,False
saturation,2.0,10,436,0,1,141,815.0,5.376,63,0,2,577,442,-815.0,False
saturation,2.0,10,437,0,1,141,883.0,5.393,65,0,2,577,442,-883.0,False
saturation,2.0,10,438,0,1,139,953.0,5.087,68,0,2,578,445,-953.0,False
saturation,2.0,10,439,0,1,143,1023.0,4.703,72,0,2,583,446,-1023.0,False
saturation,2.0,10,440,0,1,141,1080.0,4.63,66,0,2,583,448,-1080.0,False
saturation,2.0,10,441,0,1,141,1096.0,4.73,67,0,2,584,449,-1096.0,False
saturation,2.0,10,442,0,1,144,1145.0,4.559,72,0,2,589,451,-1145.0,False
saturation,2.0,10,443,0,1,143,1214.0,4.757,68,0,2,589,452,-1214.0,False
saturation,2.0,10,444,0,1,141,1284.0,4.638,70,0,2,590,455,-1284.0,False
saturation,2.0,10,445,0,1,146,1357.0,4.598,77,0,2,595,455,-1357.0,False
saturation,2.0,10,446,0,1,144,1431.0,4.639,72,0,2,595,457,-1431.0,False
saturation,2.0,10,447,0,1,144,1508.0,4.673,75,0,2,596,458,-1508.0,False
saturation,2.0,10,448,0,1,147,1550.0,4.44,80,0,2,601,460,-1550.0,False
saturation,2.0,10,449,0,1,145,1591.0,4.439,75,0,2,601,462,-1591.0,False
saturation,2.0,10,450,0,1,145,1631.0,4.477,77,0,2,602,463,-1631.0,False
saturation,2.0,10,451,0,1,145,1676.0,4.615,78,0,2,603,464,-1676.0,False
saturation,2.0,11,452,1,0,144,1721.0,4.726,76,1,3,603,465,0.0,False
saturation,2.0,11,453,1,0,144,1767.0,4.728,78,1,3,604,466,0.0,False
saturation,2.0,11,454,1,0,144,1812.0,4.629,77,1,3,605,467,0.0,False
saturation,2.0,11,455,1,0,141,1563.0,4.524,70,2,0,605,470,-1563.0,False
saturation,2.0,11,456,1,0,145,1355.0,4.382,66,2,0,610,471,-1355.0,False
saturation,2.0,11,457,1,0,146,1191.0,4.477,55,2,0,611,471,-1191.0,False
saturation,2.0,11,458,1,0,144,1092.0,4.455,49,2,0,611,473,-1092.0,False
saturation,2.0,11,459,1,0,145,1048.0,4.632,49,2,0,612,473,-1048.0,False
saturation,2.0,11,460,1,0,145,988.0,4.678,48,2,0,613,474,-988.0,False
saturation,2.0,11,461,1,0,144,916.0,4.791,47,2,0,613,475,-916.0,False
saturation,2.0,11,462,1,0,142,856.0,4.897,45,2,0,614,478,-856.0,False
saturation,2.0,11,463,1,0,142,831.0,5.052,49,2,0,615,479,-831.0,False
saturation,2.0,11,464,1,0,146,807.0,5.047,54,2,0,619,479,-807.0,False
saturation,2.0,11,465,1,0,145,825.0,4.934,55,2,0,620,481,-825.0,False
saturation,2.0,11,466,1,0,146,844.0,4.998,56,2,0,621,481,-844.0,False
saturation,2.0,11,467,1,0,144,826.0,4.925,57,2,0,621,483,-826.0,False
saturation,2.0,11,468,1,0,146,788.0,4.925,56,2,0,623,483,-788.0,False
saturation,2.0,11,469,1,0,146,736.0,5.101,51,2,0,623,483,-736.0,False
saturation,2.0,11,470,1,0,146,707.0,5.26,51,2,0,623,483,-707.0,False
saturation,2.0,11,471,1,0,146,687.0,5.284,54,2,0,625,485,-687.0,False
saturation,2.0,11,472,1,0,146,669.0,5.25,53,2,0,625,485,-669.0,False
saturation,2.0,11,473,1,0,149,690.0,5.058,59,2,0,629,486,-690.0,False
saturation,2.0,11,474,1,0,149,711.0,4.983,58,2,0,631,488,-711.0,False
saturation,2.0,11,475,1,0,149,694.0,5.117,56,2,0,631,488,-694.0,False
saturation,2.0,11,476,1,0,148,690.0,5.202,59,2,0,631,489,-690.0,False
saturation,2.0,11,477,1,0,150,677.0,5.235,60,2,0,633,489,-677.0,False
saturation,2.0,11,478,1,0,149,721.0,5.3,58,2,0,633,490,-721.0,False
saturation,2.0,11,479,1,0,148,693.0,5.499,56,2,0,633,491,-693.0,False
saturation,2.0,11,480,1,0,150,718.0,5.525,58,2,0,635,491,-718.0,False
saturation,2.0,11,481,1,0,151,733.0,5.3,60,2,0,639,494,-733.0,False
saturation,2.0,11,482,1,0,150,754.0,5.298,54,2,0,639,495,-754.0,False
saturation,2.0,11,483,1,0,148,786.0,5.039,56,2,0,641,499,-786.0,False
saturation,2.0,11,484,1,0,152,798.0,5.033,59,2,0,645,499,-798.0,False
saturation,2.0,11,485,1,0,150,828.0,5.093,54,2,0,645,501,-828.0,False
saturation,2.0,11,486,1,0,150,870.0,5.142,58,2,0,647,503,-870.0,False
saturation,2.0,11,487,1,0,153,912.0,5.167,58,2,0,651,504,-912.0,False
saturation,2.0,11,488,1,0,151,957.0,5.23,55,2,0,651,506,-957.0,False
saturation,2.0,11,489,1,0,152,1004.0,5.253,58,2,0,653,507,-1004.0,False
saturation,2.0,11,490,1,0,152,1062.0,5.01,61,2,0,657,511,-1062.0,False
saturation,2.0,11,491,1,0,149,1109.0,5.004,57,2,0,657,514,-1109.0,False
saturation,2.0,11,492,1,0,150,1156.0,5.039,59,2,0,659,515,-1156.0,False
saturation,2.0,11,493,1,0,149,1200.0,5.188,59,2,0,659,516,-1200.0,False
saturation,2.0,11,494,1,0,148,1249.0,5.303,59,2,0,659,517,-1249.0,False
saturation,2.0,11,495,1,0,148,1299.0,5.209,61,2,0,661,519,-1299.0,False
saturation,2.0,11,496,1,0,147,1351.0,5.276,60,2,0,661,520,-1351.0,False
saturation,2.0,12,497,0,1,146,1406.0,5.154,62,3,1,661,521,0.0,False
saturation,2.0,12,498,0,1,147,1462.0,4.893,65,3,1,663,522,0.0,False
saturation,2.0,12,499,0,1,148,1519.0,4.45,69,3,1,667,525,0.0,False
saturation,2.0,12,500,0,1,148,1280.0,4.379,57,0,2,667,525,-1280.0,False
saturation,2.0,12,501,0,1,148,1068.0,4.227,54,0,2,669,527,-1068.0,False
saturation,2.0,12,502,0,1,147,912.0,4.132,48,0,2,669,528,-912.0,False
saturation,2.0,12,503,0,1,147,821.0,4.158,43,0,2,669,528,-821.0,False
saturation,2.0,12,504,0,1,149,766.0,4.257,43,0,2,671,528,-766.0,False
saturation,2.0,12,505,0,1,148,719.0,4.291,40,0,2,671,529,-719.0,False
saturation,2.0,12,506,0,1,147,670.0,4.374,39,0,2,671,530,-670.0,False
saturation,2.0,12,507,0,1,151,626.0,4.28,47,0,2,677,532,-626.0,False
saturation,2.0,12,508,0,1,151,588.0,4.406,44,0,2,677,532,-588.0,False
saturation,2.0,12,509,0,1,151,599.0,4.532,47,0,2,677,532,-599.0,False
saturation,2.0,12,510,0,1,152,613.0,4.561,52,0,2,679,533,-613.0,False
saturation,2.0,12,511,0,1,151,590.0,4.633,51,0,2,679,534,-590.0,False
saturation,2.0,12,512,0,1,151,570.0,4.787,53,0,2,679,534,-570.0,False
saturation,2.0,12,513,0,1,153,552.0,4.893,56,0,2,681,534,-552.0,False
saturation,2.0,12,514,0,1,153,560.0,5.035,54,0,2,681,534,-560.0,False
saturation,2.0,12,515,0,1,152,541.0,5.111,52,0,2,681,535,-541.0,False
saturation,2.0,12,516,0,1,158,558.0,4.986,58,0,2,687,535,-558.0,False
saturation,2.0,12,517,0,1,157,543.0,5.161,52,0,2,687,536,-543.0,False
saturation,2.0,12,518,0,1,156,533.0,5.362,51,0,2,687,537,-533.0,False
saturation,2.0,12,519,0,1,157,550.0,5.346,53,0,2,689,538,-550.0,False
saturation,2.0,12,520,0,1,156,577.0,5.437,52,0,2,689,539,-577.0,False
saturation,2.0,12,521,0,1,160,609.0,5.328,56,0,2,693,539,-609.0,False
saturation,2.0,12,522,0,1,162,661.0,5.271,56,0,2,695,539,-661.0,False
saturation,2.0,12,523,0,1,162,716.0,5.273,59,0,2,696,540,-716.0,False
saturation,2.0,12,524,0,1,163,754.0,5.055,63,0,2,699,542,-754.0,False
saturation,2.0,12,525,0,1,164,788.0,5.129,61,0,2,701,543,-788.0,False
saturation,2.0,12,526,0,1,166,831.0,5.282,61,0,2,703,543,-831.0,False
saturation,2.0,12,527,0,1,165,876.0,5.284,63,0,2,705,546,-876.0,False
saturation,2.0,12,528,0,1,167,922.0,5.372,65,0,2,707,546,-922.0,False
saturation,2.0,12,529,0,1,165,971.0,5.465,65,0,2,707,548,-971.0,False
saturation,2.0,12,530,0,1,163,996.0,5.573,69,0,2,707,550,-996.0,False
saturation,2.0,12,531,0,1,163,1047.0,5.493,71,0,2,709,552,-1047.0,False
saturation,2.0,12,532,0,1,162,1102.0,5.42,69,0,2,709,553,-1102.0,False
saturation,2.0,12,533,0,1,162,1176.0,5.1,76,0,2,713,557,-1176.0,False
saturation,2.0,12,534,0,1,163,1234.0,5.04,75,0,2,715,558,-1234.0,False
saturation,2.0,12,535,0,1,160,1295.0,4.937,76,0,2,715,561,-1295.0,False
saturation,2.0,12,536,0,1,160,1327.0,4.91,77,0,2,715,561,-1327.0,False
saturation,2.0,12,537,0,1,158,1374.0,4.664,77,0,2,717,565,-1374.0,False
saturation,2.0,12,538,0,1,156,1420.0,4.579,73,0,2,717,567,-1420.0,False
saturation,2.0,12,539,0,1,154,1490.0,4.447,73,0,2,717,569,-1490.0,False
saturation,2.0,12,540,0,1,153,1521.0,4.167,74,0,2,719,572,-1521.0,False
saturation,2.0,12,541,0,1,156,1568.0,4.091,76,0,2,723,573,-1568.0,False
saturation,2.0,13,542,1,0,154,1641.0,4.003,74,1,3,723,575,0.0,False
saturation,2.0,13,543,1,0,155,1717.0,3.981,78,1,3,725,576,0.0,False
saturation,2.0,13,544,1,0,153,1794.0,3.932,77,1,3,725,578,0.0,False
saturation,2.0,13,545,1,0,150,1565.0,3.871,71,2,0,725,581,-1565.0,False
saturation,2.0,13,546,1,0,151,1368.0,3.915,68,2,0,727,582,-1368.0,False
saturation,2.0,13,547,1,0,151,1228.0,4.039,60,2,0,727,582,-1228.0,False
saturation,2.0,13,548,1,0,151,1141.0,4.095,54,2,0,727,582,-1141.0,False
saturation,2.0,13,549,1,0,152,1075.0,4.063,48,2,0,729,583,-1075.0,False
saturation,2.0,13,550,1,0,155,1044.0,3.962,53,2,0,733,584,-1044.0,False
saturation,2.0,13,551,1,0,155,1017.0,4.16,51,2,0,733,584,-1017.0,False
saturation,2.0,13,552,1,0,157,1033.0,4.335,55,2,0,735,584,-1033.0,False
saturation,2.0,13,553,1,0,156,1009.0,4.432,53,2,0,735,585,-1009.0,False
saturation,2.0,13,554,1,0,156,990.0,4.592,57,2,0,735,585,-990.0,False
saturation,2.0,13,555,1,0,158,1012.0,4.67,62,2,0,737,585,-1012.0,False
saturation,2.0,13,556,1,0,156,1000.0,4.677,65,2,0,737,587,-1000.0,False
saturation,2.0,13,557,1,0,156,989.0,4.723,65,2,0,737,587,-989.0,False
saturation,2.0,13,558,1,0,157,980.0,4.721,67,2,0,739,588,-980.0,False
saturation,2.0,13,559,1,0,160,958.0,4.637,67,2,0,743,589,-958.0,False
saturation,2.0,13,560,1,0,160,942.0,4.77,63,2,0,743,589,-942.0,False
saturation,2.0,13,561,1,0,163,947.0,4.87,62,2,0,746,589,-947.0,False
saturation,2.0,13,562,1,0,165,938.0,4.851,65,2,0,749,590,-938.0,False
saturation,2.0,13,563,1,0,164,931.0,4.879,64,2,0,749,591,-931.0,False
saturation,2.0,13,564,1,0,163,967.0,4.768,70,2,0,751,594,-967.0,False
saturation,2.0,13,565,1,0,167,943.0,4.827,69,2,0,755,594,-943.0,False
saturation,2.0,13,566,1,0,166,971.0,4.822,68,2,0,756,596,-971.0,False
saturation,2.0,13,567,1,0,164,951.0,4.883,68,2,0,756,598,-951.0,False
saturation,2.0,13,568,1,0,169,933.0,4.88,73,2,0,761,598,-933.0,False
saturation,2.0,13,569,1,0,169,916.0,4.875,68,2,0,762,599,-916.0,False
saturation,2.0,13,570,1,0,168,946.0,5.002,68,2,0,762,600,-946.0,False
saturation,2.0,13,571,1,0,169,934.0,5.127,68,2,0,763,600,-934.0,False
saturation,2.0,13,572,1,0,167,930.0,5.132,68,2,0,764,603,-930.0,False
saturation,2.0,13,573,1,0,167,939.0,5.198,68,2,0,765,604,-939.0,False
saturation,2.0,13,574,1,0,165,975.0,5.154,68,2,0,765,606,-975.0,False
saturation,2.0,13,575,1,0,166,972.0,5.177,63,2,0,766,606,-972.0,False
saturation,2.0,13,576,1,0,168,1029.0,5.052,69,2,0,770,608,-1029.0,False
saturation,2.0,13,577,1,0,167,1066.0,4.983,65,2,0,771,610,-1066.0,False
saturation,2.0,13,578,1,0,164,1111.0,4.746,66,2,0,772,614,-1111.0,False
saturation,2.0,13,579,1,0,163,1097.0,4.698,65,2,0,772,615,-1097.0,False
saturation,2.0,13,580,1,0,162,1133.0,4.689,66,2,0,773,617,-1133.0,False
saturation,2.0,13,581,1,0,162,1184.0,4.706,65,2,0,774,618,-1184.0,False
saturation,2.0,13,582,1,0,160,1237.0,4.761,65,2,0,774,620,-1237.0,False
saturation,2.0,13,583,1,0,159,1291.0,4.682,66,2,0,775,622,-1291.0,False
saturation,2.0,13,584,1,0,162,1361.0,4.361,74,2,0,780,624,-1361.0,False
saturation,2.0,13,585,1,0,159,1421.0,4.412,71,2,0,780,627,-1421.0,False
saturation,2.0,13,586,1,0,158,1483.0,4.367,72,2,0,781,629,-1483.0,False
saturation,2.0,14,587,0,1,156,1545.0,4.274,71,3,1,782,632,0.0,False
saturation,2.0,14,588,0,1,156,1609.0,4.365,72,3,1,782,632,0.0,False
saturation,2.0,14,589,0,1,153,1665.0,4.203,74,3,1,783,636,0.0,False
saturation,2.0,14,590,0,1,154,1426.0,4.322,69,0,2,784,636,-1426.0,False
saturation,2.0,14,591,0,1,153,1239.0,4.313,60,0,2,784,637,-1239.0,False
saturation,2.0,14,592,0,1,153,1123.0,4.286,55,0,2,785,638,-1123.0,False
saturation,2.0,14,593,0,1,156,1065.0,4.143,53,0,2,790,640,-1065.0,False
saturation,2.0,14,594,0,1,156,1001.0,4.416,46,0,2,790,640,-1001.0,False
saturation,2.0,14,595,0,1,155,955.0,4.547,48,0,2,791,642,-955.0,False
saturation,2.0,14,596,0,1,156,907.0,4.858,46,0,2,792,642,-907.0,False
saturation,2.0,14,597,0,1,156,870.0,5.099,45,0,2,792,642,-870.0,False
saturation,2.0,14,598,0,1,156,825.0,5.113,44,0,2,793,643,-825.0,False
saturation,2.0,14,599,0,1,157,784.0,5.309,45,0,2,794,643,-784.0,False
saturation,2.0,14,600,0,1,157,741.0,5.47,43,0,2,794,643,-741.0,False
saturation,2.0,14,601,0,1,162,701.0,5.385,50,0,2,799,643,-701.0,False
saturation,2.0,14,602,0,1,162,712.0,5.421,45,0,2,800,644,-712.0,False
saturation,2.0,14,603,0,1,162,712.0,5.479,44,0,2,801,645,-712.0,False
saturation,2.0,14,604,0,1,165,678.0,5.42,48,0,2,805,646,-678.0,False
saturation,2.0,14,605,0,1,166,650.0,5.537,47,0,2,806,646,-650.0,False
saturation,2.0,14,606,0,1,165,624.0,5.644,48,0,2,806,647,-624.0,False
saturation,2.0,14,607,0,1,169,599.0,5.588,54,0,2,811,648,-599.0,False
saturation,2.0,14,608,0,1,167,608.0,5.565,50,0,2,812,651,-608.0,False
saturation,2.0,14,609,0,1,166,587.0,5.593,48,0,2,812,652,-587.0,False
saturation,2.0,14,610,0,1,170,574.0,5.432,54,0,2,817,653,-574.0,False
saturation,2.0,14,611,0,1,169,574.0,5.372,51,0,2,818,655,-574.0,False
saturation,2.0,14,612,0,1,168,607.0,5.428,52,0,2,818,656,-607.0,False
saturation,2.0,14,613,0,1,167,609.0,5.336,55,0,2,820,659,-609.0,False
saturation,2.0,14,614,0,1,166,634.0,5.395,57,0,2,820,660,-634.0,False
saturation,2.0,14,615,0,1,165,683.0,5.364,59,0,2,820,661,-683.0,False
saturation,2.0,14,616,0,1,167,685.0,5.358,61,0,2,822,661,-685.0,False
saturation,2.0,14,617,0,1,164,716.0,5.284,59,0,2,822,664,-716.0,False
saturation,2.0,14,618,0,1,164,752.0,5.309,58,0,2,822,664,-752.0,False
