step,vehicle_count,total_waiting_time,mean_speed,phase,state
395,56,97.0,6.298318218838602,3,rrrGGgrrrGGg
396,55,88.0,6.392478537580587,3,rrrGGgrrrGGg
397,55,82.0,6.4361918082946366,3,rrrGGgrrrGGg
398,55,80.0,6.2773793190413665,3,rrrGGgrrrGGg
399,51,88.0,5.923100170192251,3,rrrGGgrrrGGg
400,52,97.0,6.0304807415175326,3,rrrGGgrrrGGg
401,52,106.0,6.251073836945002,3,rrrGGgrrrGGg
402,52,116.0,6.179340595296771,3,rrrGGgrrrGGg
403,53,126.0,6.3850295626760145,3,rrrGGgrrrGGg
404,52,136.0,6.319259568320898,3,rrrGGgrrrGGg
405,52,146.0,6.329458950142154,3,rrrGGgrrrGGg
406,52,156.0,6.575601365764435,3,rrrGGgrrrGGg
407,52,166.0,6.832634758643129,3,rrrGGgrrrGGg
408,53,176.0,6.95210808498655,3,rrrGGgrrrGGg
409,53,187.0,7.065689084910447,3,rrrGGgrrrGGg
410,55,198.0,6.952195124408585,3,rrrGGgrrrGGg
411,55,209.0,7.053529265216278,3,rrrGGgrrrGGg
412,55,222.0,7.244676262495862,3,rrrGGgrrrGGg
413,54,235.0,7.2828090723019345,3,rrrGGgrrrGGg
414,54,248.0,7.427852295381666,3,rrrGGgrrrGGg
415,55,261.0,7.43448039093965,4,rrryyyrrryyy
416,57,275.0,7.287394266467694,4,rrryyyrrryyy
417,57,288.0,7.324122545726938,4,rrryyyrrryyy
418,55,302.0,7.050317557634288,5,rrrrrrrrrrrr
419,55,317.0,6.967046409043394,5,rrrrrrrrrrrr
420,55,210.0,6.828164689955797,0,GGgrrrGGgrrr
421,56,147.0,6.421194713390908,0,GGgrrrGGgrrr
422,56,97.0,6.336972929637295,0,GGgrrrGGgrrr
423,52,58.0,5.902493789156216,0,GGgrrrGGgrrr
424,52,34.0,6.0983809579103445,0,GGgrrrGGgrrr
425,51,21.0,6.134644822690307,0,GGgrrrGGgrrr
426,51,27.0,5.913156134097531,0,GGgrrrGGgrrr
427,52,36.0,5.886639678630525,0,GGgrrrGGgrrr
428,53,44.0,5.892327775828566,0,GGgrrrGGgrrr
429,52,51.0,5.642563233232294,0,GGgrrrGGgrrr
430,51,60.0,5.627642882186508,0,GGgrrrGGgrrr
431,51,69.0,5.539388105173317,0,GGgrrrGGgrrr
432,52,78.0,5.54427455784843,0,GGgrrrGGgrrr
433,51,88.0,5.484735765746423,0,GGgrrrGGgrrr
434,50,98.0,5.476048403439304,0,GGgrrrGGgrrr
435,50,108.0,5.576060000298423,0,GGgrrrGGgrrr
436,50,118.0,5.7022550121449225,0,GGgrrrGGgrrr
437,51,129.0,5.510157897047068,0,GGgrrrGGgrrr
438,51,140.0,5.688877031357899,0,GGgrrrGGgrrr
439,51,153.0,5.939579283528931,0,GGgrrrGGgrrr
440,51,165.0,6.208718161577965,0,GGgrrrGGgrrr
441,51,177.0,6.183148613695638,0,GGgrrrGGgrrr
442,53,188.0,6.145591872486006,0,GGgrrrGGgrrr
443,53,200.0,6.0613236179797765,0,GGgrrrGGgrrr
444,52,212.0,6.099913042745727,0,GGgrrrGGgrrr
