decision,step,action_j1,action_j2,action_j3,vehicle_count,total_waiting_time,mean_speed,total_queue,J1_phase,J2_phase,J3_phase,E1_queue_J1_J2,neg_E1_queue_J2_J1,E2_queue_J2_J3,neg_E2_queue_J3_J2,departed_cumulative,arrived_cumulative,reward,done
40,1762,0,1,0,79,140.0,5.688,20,0,2,0,10,0,0,7,1666,1587,-140.0,False
40,1763,0,1,0,79,108.0,6.263,16,0,2,0,8,0,0,5,1666,1587,-108.0,False
40,1764,0,1,0,79,80.0,6.963,13,0,2,0,6,0,0,3,1666,1587,-80.0,False
40,1765,0,1,0,86,52.0,7.019,17,0,2,0,4,0,0,1,1673,1587,-52.0,False
40,1766,0,1,0,87,39.0,7.623,10,0,2,0,3,0,0,0,1674,1587,-39.0,False
40,1767,0,1,0,87,31.0,8.133,8,0,2,0,2,0,0,0,1674,1587,-31.0,False
40,1768,0,1,0,87,35.0,8.548,7,0,2,0,0,0,0,0,1674,1587,-35.0,False
40,1769,0,1,0,88,42.0,8.953,8,0,2,0,0,0,0,0,1675,1587,-42.0,False
40,1770,0,1,0,88,50.0,9.356,8,0,2,0,0,0,0,0,1675,1587,-50.0,False
40,1771,0,1,0,89,58.0,9.654,9,0,2,0,0,0,0,0,1676,1587,-58.0,False
40,1772,0,1,0,89,67.0,9.837,9,0,2,0,0,0,0,0,1676,1587,-67.0,False
40,1773,0,1,0,90,77.0,9.775,11,0,2,0,0,0,0,0,1677,1587,-77.0,False
40,1774,0,1,0,90,87.0,9.949,10,0,2,0,0,0,0,0,1677,1587,-87.0,False
40,1775,0,1,0,90,98.0,10.057,11,0,2,0,0,0,0,0,1677,1587,-98.0,False
40,1776,0,1,0,91,111.0,9.971,14,0,2,0,0,0,0,0,1678,1587,-111.0,False
40,1777,0,1,0,96,125.0,9.272,21,0,2,0,0,0,0,0,1685,1589,-125.0,False
40,1778,0,1,0,91,139.0,9.227,14,0,2,0,0,0,0,0,1685,1594,-139.0,False
40,1779,0,1,0,89,153.0,9.385,14,0,2,0,0,0,0,0,1685,1596,-153.0,False
40,1780,0,1,0,86,168.0,9.344,15,0,2,0,0,0,0,0,1685,1599,-168.0,False
40,1781,0,1,0,86,183.0,9.132,17,0,2,0,0,0,0,0,1687,1601,-183.0,False
40,1782,0,1,0,84,199.0,9.135,16,0,2,0,0,0,0,0,1687,1603,-199.0,False
40,1783,0,1,0,84,215.0,9.08,16,0,2,0,0,0,0,0,1687,1603,-215.0,False
40,1784,0,1,0,83,231.0,8.792,16,0,2,0,0,0,0,0,1687,1604,-231.0,False
40,1785,0,1,0,84,250.0,8.429,20,0,2,0,0,0,0,0,1688,1604,-250.0,False
40,1786,0,1,0,84,272.0,7.993,23,0,2,0,0,1,1,0,1689,1605,-272.0,False
40,1787,0,1,0,83,295.0,7.789,23,0,2,0,0,1,2,0,1689,1606,-295.0,False
40,1788,0,1,0,83,320.0,7.554,25,0,2,0,0,3,2,0,1689,1606,-320.0,False
40,1789,0,1,0,90,347.0,6.606,34,0,2,0,0,4,2,0,1696,1606,-347.0,False
40,1790,0,1,0,90,375.0,6.337,28,0,2,0,0,5,2,0,1696,1606,-375.0,False
40,1791,0,1,0,89,404.0,5.804,30,0,2,0,0,5,3,0,1697,1608,-404.0,False
40,1792,0,1,0,89,438.0,5.587,34,0,2,0,0,7,5,0,1697,1608,-438.0,False
40,1793,0,1,0,90,472.0,5.143,35,0,2,0,0,7,5,0,1698,1608,-472.0,False
40,1794,0,1,0,90,511.0,4.833,39,0,2,0,0,9,7,0,1698,1608,-511.0,False
40,1795,0,1,0,90,551.0,4.587,40,0,2,0,0,9,7,0,1698,1608,-551.0,False
40,1796,0,1,0,91,596.0,4.262,46,0,2,0,0,11,9,0,1699,1608,-596.0,False
40,1797,0,1,0,92,644.0,3.955,49,0,2,0,0,13,10,0,1700,1608,-644.0,False
40,1798,0,1,0,90,694.0,3.473,50,0,2,0,0,14,10,0,1700,1610,-694.0,False
40,1799,0,1,0,90,747.0,3.272,53,0,2,0,0,14,12,0,1700,1610,-747.0,False
40,1800,0,1,0,89,804.0,3.014,57,0,2,0,0,16,14,0,1700,1611,-804.0,False
41,1801,1,0,1,96,863.0,2.675,66,1,3,1,0,16,16,0,1707,1611,0.0,False
41,1802,1,0,1,96,924.0,2.621,62,1,3,1,0,17,17,0,1708,1612,0.0,False
41,1803,1,0,1,96,988.0,2.766,64,1,3,1,0,17,17,0,1708,1612,0.0,False
41,1804,1,0,1,96,672.0,3.083,53,2,0,2,0,15,16,0,1708,1612,-672.0,False
41,1805,1,0,1,97,465.0,3.465,44,2,0,2,0,13,16,0,1709,1612,-465.0,False
41,1806,1,0,1,97,339.0,3.978,37,2,0,2,0,11,15,0,1709,1612,-339.0,False
41,1807,1,0,1,98,240.0,4.55,31,2,0,2,0,9,13,0,1710,1612,-240.0,False
41,1808,1,0,1,98,169.0,5.278,22,2,0,2,0,7,11,0,1710,1612,-169.0,False
41,1809,1,0,1,99,126.0,6.028,18,2,0,2,0,5,9,0,1711,1612,-126.0,False
41,1810,1,0,1,98,90.0,6.716,13,2,0,2,0,3,8,0,1711,1613,-90.0,False
41,1811,1,0,1,96,59.0,7.411,11,2,0,2,0,1,6,0,1711,1615,-59.0,False
41,1812,1,0,1,97,39.0,8.061,9,2,0,2,0,0,4,0,1712,1615,-39.0,False
41,1813,1,0,1,104,39.0,8.206,14,2,0,2,0,0,3,0,1719,1615,-39.0,False
41,1814,1,0,1,104,30.0,8.982,5,2,0,2,0,0,1,0,1719,1615,-30.0,False
41,1815,1,0,1,103,24.0,9.606,4,2,0,2,0,0,0,0,1719,1616,-24.0,False
41,1816,1,0,1,103,28.0,10.252,4,2,0,2,0,0,0,0,1719,1616,-28.0,False
41,1817,1,0,1,105,32.0,10.551,6,2,0,2,0,0,0,0,1721,1616,-32.0,False
41,1818,1,0,1,105,36.0,10.835,4,2,0,2,0,0,0,0,1721,1616,-36.0,False
41,1819,1,0,1,105,40.0,10.893,4,2,0,2,0,0,0,0,1721,1616,-40.0,False
41,1820,1,0,1,105,45.0,10.947,5,2,0,2,0,0,0,0,1721,1616,-45.0,False
41,1821,1,0,1,106,52.0,10.928,8,2,0,2,0,0,0,0,1722,1616,-52.0,False
41,1822,1,0,1,107,60.0,10.907,9,2,0,2,0,0,0,0,1723,1616,-60.0,False
41,1823,1,0,1,105,68.0,10.943,8,2,0,2,0,0,0,0,1723,1618,-68.0,False
41,1824,1,0,1,103,76.0,10.98,8,2,0,2,0,0,0,0,1723,1620,-76.0,False
41,1825,1,0,1,108,84.0,10.29,15,2,0,2,0,0,0,0,1730,1622,-84.0,False
41,1826,1,0,1,105,92.0,10.256,8,2,0,2,0,0,0,0,1730,1625,-92.0,False
41,1827,1,0,1,106,100.0,10.373,9,2,0,2,0,0,0,0,1731,1625,-100.0,False
41,1828,1,0,1,105,108.0,10.592,8,2,0,2,0,0,0,0,1731,1626,-108.0,False
41,1829,1,0,1,106,116.0,10.536,9,2,0,2,0,0,0,0,1732,1626,-116.0,False
41,1830,1,0,1,102,124.0,10.375,8,2,0,2,0,0,0,0,1732,1630,-124.0,False
41,1831,1,0,1,102,132.0,10.308,8,2,0,2,0,0,0,0,1732,1630,-132.0,False
41,1832,1,0,1,102,140.0,10.031,9,2,0,2,0,0,0,0,1733,1631,-140.0,False
41,1833,1,0,1,103,151.0,9.735,12,2,0,2,1,0,0,0,1734,1631,-151.0,False
41,1834,1,0,1,98,165.0,9.292,14,2,0,2,2,0,0,1,1734,1636,-165.0,False
41,1835,1,0,1,96,180.0,8.896,15,2,0,2,3,0,0,1,1734,1638,-180.0,False
41,1836,1,0,1,95,198.0,8.432,18,2,0,2,4,0,0,2,1734,1639,-198.0,False
41,1837,1,0,1,99,218.0,7.463,27,2,0,2,4,0,0,4,1741,1642,-218.0,False
41,1838,1,0,1,98,241.0,7.142,24,2,0,2,6,0,0,5,1742,1644,-241.0,False
41,1839,1,0,1,96,266.0,6.928,25,2,0,2,7,0,0,6,1742,1646,-266.0,False
41,1840,1,0,1,94,294.0,6.767,28,2,0,2,8,0,0,8,1742,1648,-294.0,False
41,1841,1,0,1,94,322.0,6.438,29,2,0,2,8,0,0,8,1743,1649,-322.0,False
41,1842,1,0,1,91,353.0,6.255,31,2,0,2,10,0,0,9,1743,1652,-353.0,False
41,1843,1,0,1,90,387.0,5.936,35,2,0,2,11,0,0,11,1744,1654,-387.0,False
41,1844,1,0,1,89,423.0,5.83,36,2,0,2,12,0,0,12,1744,1655,-423.0,False
41,1845,1,0,1,88,462.0,5.578,40,2,0,2,14,0,0,12,1745,1657,-462.0,False
42,1846,0,1,0,85,505.0,5.207,43,3,1,3,15,0,0,13,1745,1660,0.0,False
42,1847,0,1,0,83,550.0,4.879,45,3,1,3,16,0,0,13,1745,1662,0.0,False
42,1848,0,1,0,82,596.0,4.601,47,3,1,3,16,0,0,14,1746,1664,0.0,False
42,1849,0,1,0,87,305.0,4.355,43,0,2,0,15,0,0,13,1753,1666,-305.0,False
42,1850,0,1,0,85,196.0,4.718,26,0,2,0,13,0,0,11,1753,1668,-196.0,False
42,1851,0,1,0,85,168.0,5.366,23,0,2,0,12,0,0,9,1753,1668,-168.0,False
42,1852,0,1,0,84,138.0,6.005,19,0,2,0,10,0,0,7,1753,1669,-138.0,False
42,1853,0,1,0,86,111.0,6.557,18,0,2,0,8,0,0,5,1755,1669,-111.0,False
42,1854,0,1,0,86,81.0,7.365,12,0,2,0,6,0,0,3,1755,1669,-81.0,False
42,1855,0,1,0,86,54.0,7.998,9,0,2,0,5,0,0,1,1755,1669,-54.0,False
42,1856,0,1,0,86,36.0,8.527,8,0,2,0,4,0,0,0,1755,1669,-36.0,False
42,1857,0,1,0,87,28.0,8.822,7,0,2,0,2,0,0,0,1756,1669,-28.0,False
42,1858,0,1,0,87,31.0,9.065,9,0,2,0,1,0,0,0,1757,1670,-31.0,False
42,1859,0,1,0,86,37.0,9.504,7,0,2,0,0,0,0,0,1757,1671,-37.0,False
42,1860,0,1,0,86,45.0,9.696,8,0,2,0,0,0,0,0,1757,1671,-45.0,False
42,1861,0,1,0,93,53.0,9.146,15,0,2,0,0,0,0,0,1764,1671,-53.0,False
42,1862,0,1,0,93,61.0,9.457,8,0,2,0,0,0,0,0,1764,1671,-61.0,False
42,1863,0,1,0,94,70.0,9.742,10,0,2,0,0,0,0,0,1765,1671,-70.0,False
42,1864,0,1,0,94,80.0,9.971,10,0,2,0,0,0,0,0,1765,1671,-80.0,False
42,1865,0,1,0,95,91.0,9.986,12,0,2,0,0,0,0,0,1766,1671,-91.0,False
42,1866,0,1,0,95,102.0,10.14,11,0,2,0,0,0,0,0,1766,1671,-102.0,False
42,1867,0,1,0,92,113.0,10.082,11,0,2,0,0,0,0,0,1766,1674,-113.0,False
42,1868,0,1,0,90,125.0,9.846,13,0,2,0,0,0,0,0,1767,1677,-125.0,False
42,1869,0,1,0,87,138.0,9.596,14,0,2,0,0,0,0,0,1768,1681,-138.0,False
42,1870,0,1,0,83,153.0,9.479,15,0,2,0,0,0,0,0,1768,1685,-153.0,False
42,1871,0,1,0,80,169.0,9.384,16,0,2,0,0,0,0,0,1768,1688,-169.0,False
42,1872,0,1,0,79,185.0,9.405,16,0,2,0,0,0,0,0,1768,1689,-185.0,False
42,1873,0,1,0,85,201.0,8.447,23,0,2,0,0,0,0,0,1775,1690,-201.0,False
42,1874,0,1,0,86,217.0,8.352,17,0,2,0,0,0,0,0,1776,1690,-217.0,False
42,1875,0,1,0,86,233.0,8.192,16,0,2,0,0,0,0,0,1776,1690,-233.0,False
42,1876,0,1,0,86,250.0,8.069,17,0,2,0,0,0,0,0,1776,1690,-250.0,False
42,1877,0,1,0,87,270.0,7.736,21,0,2,0,0,1,2,0,1777,1690,-270.0,False
42,1878,0,1,0,87,290.0,7.545,20,0,2,0,0,1,2,0,1777,1690,-290.0,False
42,1879,0,1,0,88,316.0,7.224,27,0,2,0,0,3,3,0,1778,1690,-316.0,False
42,1880,0,1,0,87,342.0,6.899,26,0,2,0,0,3,3,0,1778,1691,-342.0,False
42,1881,0,1,0,88,369.0,6.479,28,0,2,0,0,3,3,0,1779,1691,-369.0,False
42,1882,0,1,0,86,402.0,5.829,33,0,2,0,0,5,6,0,1779,1693,-402.0,False
42,1883,0,1,0,85,436.0,5.38,34,0,2,0,0,5,6,0,1779,1694,-436.0,False
42,1884,0,1,0,86,471.0,4.874,36,0,2,0,0,6,6,0,1780,1694,-471.0,False
42,1885,0,1,0,93,510.0,4.162,46,0,2,0,0,7,8,0,1787,1694,-510.0,False
42,1886,0,1,0,92,553.0,3.834,43,0,2,0,0,9,9,0,1787,1695,-553.0,False
42,1887,0,1,0,92,598.0,3.79,45,0,2,0,0,10,10,0,1787,1695,-598.0,False
42,1888,0,1,0,92,644.0,3.567,46,0,2,0,0,11,10,0,1787,1695,-644.0,False
42,1889,0,1,0,94,693.0,3.323,51,0,2,0,0,12,12,0,1789,1695,-693.0,False
42,1890,0,1,0,94,746.0,3.314,53,0,2,0,0,13,14,0,1789,1695,-746.0,False
43,1891,1,0,1,94,800.0,3.272,54,1,3,1,0,14,14,0,1789,1695,0.0,False
43,1892,1,0,1,94,858.0,3.125,58,1,3,1,0,16,16,0,1789,1695,0.0,False
43,1893,1,0,1,95,921.0,3.101,64,1,3,1,0,17,18,0,1790,1695,0.0,False
43,1894,1,0,1,96,624.0,3.346,57,2,0,2,0,15,18,0,1791,1695,-624.0,False
43,1895,1,0,1,95,446.0,3.665,44,2,0,2,0,13,16,0,1791,1696,-446.0,False
43,1896,1,0,1,93,327.0,4.045,37,2,0,2,0,11,15,0,1791,1698,-327.0,False
43,1897,1,0,1,99,233.0,4.299,37,2,0,2,0,10,13,0,1798,1699,-233.0,False
43,1898,1,0,1,99,164.0,5.213,22,2,0,2,0,8,11,0,1798,1699,-164.0,False
43,1899,1,0,1,100,119.0,6.153,17,2,0,2,0,6,9,0,1799,1699,-119.0,False
43,1900,1,0,1,100,88.0,7.181,13,2,0,2,0,4,8,0,1799,1699,-88.0,False
43,1901,1,0,1,101,60.0,7.885,10,2,0,2,0,2,6,0,1800,1699,-60.0,False
43,1902,1,0,1,101,29.0,8.628,4,2,0,2,0,0,4,0,1800,1699,-29.0,False
43,1903,1,0,1,101,14.0,9.277,2,2,0,2,0,0,2,0,1800,1699,-14.0,False
43,1904,1,0,1,102,0.0,9.748,1,2,0,2,0,0,0,0,1801,1699,-0.0,False
43,1905,1,0,1,103,3.0,10.146,4,2,0,2,0,0,0,0,1802,1699,-3.0,False
43,1906,1,0,1,100,6.0,10.587,3,2,0,2,0,0,0,0,1802,1702,-6.0,False
43,1907,1,0,1,99,9.0,10.957,3,2,0,2,0,0,0,0,1802,1703,-9.0,False
43,1908,1,0,1,99,12.0,11.212,3,2,0,2,0,0,0,0,1802,1703,-12.0,False
43,1909,1,0,1,106,16.0,10.672,11,2,0,2,0,0,0,0,1809,1703,-16.0,False
43,1910,1,0,1,107,20.0,10.771,5,2,0,2,0,0,0,0,1810,1703,-20.0,False
43,1911,1,0,1,107,24.0,11.072,4,2,0,2,0,0,0,0,1810,1703,-24.0,False
43,1912,1,0,1,106,28.0,11.229,4,2,0,2,0,0,0,0,1810,1704,-28.0,False
43,1913,1,0,1,104,32.0,11.131,5,2,0,2,0,0,0,0,1811,1707,-32.0,False
43,1914,1,0,1,104,36.0,11.181,4,2,0,2,0,0,0,0,1811,1707,-36.0,False
43,1915,1,0,1,101,40.0,11.012,5,2,0,2,0,0,0,0,1812,1711,-40.0,False
43,1916,1,0,1,101,45.0,11.0,5,2,0,2,0,0,0,0,1812,1711,-45.0,False
43,1917,1,0,1,102,50.0,10.897,6,2,0,2,0,0,0,0,1813,1711,-50.0,False
43,1918,1,0,1,102,57.0,10.805,7,2,0,2,0,0,0,0,1813,1711,-57.0,False
43,1919,1,0,1,102,65.0,10.651,8,2,0,2,0,0,0,0,1813,1711,-65.0,False
43,1920,1,0,1,98,73.0,10.301,9,2,0,2,0,0,0,0,1814,1716,-73.0,False
43,1921,1,0,1,105,82.0,9.493,16,2,0,2,1,0,0,0,1821,1716,-82.0,False
43,1922,1,0,1,103,91.0,9.3,9,2,0,2,1,0,0,0,1821,1718,-91.0,False
43,1923,1,0,1,103,101.0,9.28,10,2,0,2,1,0,0,1,1821,1718,-101.0,False
43,1924,1,0,1,101,113.0,8.965,12,2,0,2,2,0,0,2,1821,1720,-113.0,False
43,1925,1,0,1,102,127.0,8.573,16,2,0,2,3,0,0,3,1823,1721,-127.0,False
43,1926,1,0,1,101,143.0,8.347,16,2,0,2,4,0,0,4,1823,1722,-143.0,False
43,1927,1,0,1,99,162.0,8.051,19,2,0,2,6,0,0,5,1823,1724,-162.0,False
43,1928,1,0,1,96,184.0,7.721,22,2,0,2,6,0,0,7,1823,1727,-184.0,False
43,1929,1,0,1,95,209.0,7.328,26,2,0,2,7,0,0,7,1824,1729,-209.0,False
43,1930,1,0,1,92,237.0,6.82,29,2,0,2,8,0,0,8,1825,1733,-237.0,False
43,1931,1,0,1,91,267.0,6.732,30,2,0,2,9,0,0,9,1825,1734,-267.0,False
43,1932,1,0,1,89,300.0,6.484,33,2,0,2,11,0,0,10,1825,1736,-300.0,False
43,1933,1,0,1,94,337.0,5.871,44,2,0,2,13,0,0,12,1832,1738,-337.0,False
43,1934,1,0,1,91,375.0,5.737,38,2,0,2,13,0,0,13,1832,1741,-375.0,False
43,1935,1,0,1,90,414.0,5.702,40,2,0,2,14,0,0,13,1833,1743,-414.0,False
44,1936,0,1,0,89,454.0,5.717,40,3,1,3,15,0,0,13,1833,1744,0.0,False
44,1937,0,1,0,87,496.0,5.353,43,3,1,3,16,0,0,14,1834,1747,0.0,False
44,1938,0,1,0,86,538.0,5.189,42,3,1,3,16,0,0,14,1834,1748,0.0,False
44,1939,0,1,0,84,288.0,4.969,31,0,2,0,15,0,0,12,1834,1750,-288.0,False
44,1940,0,1,0,84,210.0,5.063,25,0,2,0,14,0,0,10,1835,1751,-210.0,False
44,1941,0,1,0,84,177.0,5.386,23,0,2,0,12,0,0,9,1836,1752,-177.0,False
44,1942,0,1,0,81,147.0,5.703,21,0,2,0,11,0,0,7,1836,1755,-147.0,False
44,1943,0,1,0,79,119.0,6.196,18,0,2,0,10,0,0,5,1836,1757,-119.0,False
44,1944,0,1,0,79,89.0,6.971,15,0,2,0,8,0,0,3,1836,1757,-89.0,False
44,1945,0,1,0,86,60.0,7.026,19,0,2,0,6,0,0,1,1843,1757,-60.0,False
44,1946,0,1,0,87,46.0,7.624,11,0,2,0,5,0,0,0,1844,1757,-46.0,False
44,1947,0,1,0,87,39.0,8.126,8,0,2,0,3,0,0,0,1844,1757,-39.0,False
44,1948,0,1,0,87,43.0,8.525,9,0,2,0,2,0,0,0,1844,1757,-43.0,False
44,1949,0,1,0,88,44.0,8.797,9,0,2,0,1,0,0,0,1845,1757,-44.0,False
44,1950,0,1,0,88,47.0,9.162,7,0,2,0,0,0,0,0,1845,1757,-47.0,False
44,1951,0,1,0,89,54.0,9.392,8,0,2,0,0,0,0,0,1846,1757,-54.0,False
44,1952,0,1,0,89,62.0,9.8,8,0,2,0,0,0,0,0,1846,1757,-62.0,False
44,1953,0,1,0,90,72.0,9.865,11,0,2,0,0,0,0,0,1847,1757,-72.0,False
44,1954,0,1,0,90,83.0,10.066,11,0,2,0,0,0,0,0,1847,1757,-83.0,False
44,1955,0,1,0,90,94.0,10.313,11,0,2,0,0,0,0,0,1847,1757,-94.0,False
44,1956,0,1,0,91,105.0,10.138,12,0,2,0,0,0,0,0,1848,1757,-105.0,False
44,1957,0,1,0,93,118.0,9.244,20,0,2,0,0,0,0,0,1855,1762,-118.0,False
44,1958,0,1,0,92,131.0,9.51,13,0,2,0,0,0,0,0,1855,1763,-131.0,False
44,1959,0,1,0,88,144.0,9.448,13,0,2,0,0,0,0,0,1855,1767,-144.0,False
44,1960,0,1,0,86,157.0,9.403,13,0,2,0,0,0,0,0,1855,1769,-157.0,False
44,1961,0,1,0,87,172.0,9.171,17,0,2,0,0,0,0,0,1857,1770,-172.0,False
44,1962,0,1,0,84,187.0,9.2,15,0,2,0,0,0,0,0,1857,1773,-187.0,False
44,1963,0,1,0,84,202.0,9.171,15,0,2,0,0,0,0,0,1857,1773,-202.0,False
44,1964,0,1,0,84,219.0,9.087,17,0,2,0,0,0,0,0,1857,1773,-219.0,False
44,1965,0,1,0,85,236.0,8.648,18,0,2,0,0,0,0,0,1858,1773,-236.0,False
44,1966,0,1,0,85,253.0,8.201,18,0,2,0,0,0,0,0,1859,1774,-253.0,False
44,1967,0,1,0,84,272.0,7.843,19,0,2,0,0,1,0,0,1859,1775,-272.0,False
44,1968,0,1,0,84,294.0,7.513,22,0,2,0,0,3,1,0,1859,1775,-294.0,False
44,1969,0,1,0,91,319.0,6.516,32,0,2,0,0,3,2,0,1866,1775,-319.0,False
44,1970,0,1,0,91,346.0,6.387,27,0,2,0,0,4,3,0,1866,1775,-346.0,False
44,1971,0,1,0,90,376.0,6.04,31,0,2,0,0,5,4,0,1867,1777,-376.0,False
44,1972,0,1,0,90,407.0,5.846,31,0,2,0,0,5,5,0,1867,1777,-407.0,False
44,1973,0,1,0,91,440.0,5.57,34,0,2,0,0,6,5,0,1868,1777,-440.0,False
44,1974,0,1,0,91,478.0,5.157,38,0,2,0,0,8,7,0,1868,1777,-478.0,False
44,1975,0,1,0,91,517.0,4.825,39,0,2,0,0,8,8,0,1868,1777,-517.0,False
44,1976,0,1,0,92,557.0,4.401,41,0,2,0,0,9,8,0,1869,1777,-557.0,False
44,1977,0,1,0,93,603.0,4.054,47,0,2,0,0,10,10,0,1870,1777,-603.0,False
44,1978,0,1,0,92,652.0,3.801,49,0,2,0,0,13,10,0,1870,1778,-652.0,False
44,1979,0,1,0,91,704.0,3.538,52,0,2,0,0,13,12,0,1870,1779,-704.0,False
44,1980,0,1,0,90,759.0,3.321,55,0,2,0,0,15,13,0,1870,1780,-759.0,False
45,1981,1,0,1,96,815.0,2.822,63,1,3,1,0,15,14,0,1877,1781,0.0,False
45,1982,1,0,1,97,874.0,2.739,60,1,3,1,0,17,15,0,1878,1781,0.0,False
45,1983,1,0,1,97,933.0,2.708,59,1,3,1,0,17,15,0,1878,1781,0.0,False
45,1984,1,0,1,97,617.0,2.986,51,2,0,2,0,16,15,0,1878,1781,-617.0,False
45,1985,1,0,1,98,414.0,3.469,42,2,0,2,0,14,14,0,1879,1781,-414.0,False
45,1986,1,0,1,98,300.0,3.98,36,2,0,2,0,12,14,0,1879,1781,-300.0,False
45,1987,1,0,1,99,213.0,4.536,30,2,0,2,0,10,13,0,1880,1781,-213.0,False
45,1988,1,0,1,99,157.0,5.256,23,2,0,2,0,8,12,0,1880,1781,-157.0,False
45,1989,1,0,1,100,115.0,5.936,18,2,0,2,0,6,10,0,1881,1781,-115.0,False
45,1990,1,0,1,99,85.0,6.634,15,2,0,2,0,4,9,0,1881,1782,-85.0,False
45,1991,1,0,1,99,73.0,7.511,13,2,0,2,0,3,7,0,1881,1782,-73.0,False
45,1992,1,0,1,100,48.0,8.15,10,2,0,2,0,1,5,0,1882,1782,-48.0,False
45,1993,1,0,1,106,30.0,8.215,14,2,0,2,0,0,3,0,1889,1783,-30.0,False
45,1994,1,0,1,105,32.0,8.958,6,2,0,2,0,0,2,0,1889,1784,-32.0,False
45,1995,1,0,1,105,28.0,9.655,5,2,0,2,0,0,1,0,1889,1784,-28.0,False
45,1996,1,0,1,104,24.0,10.105,4,2,0,2,0,0,0,0,1889,1785,-24.0,False
45,1997,1,0,1,106,28.0,10.363,6,2,0,2,0,0,0,0,1891,1785,-28.0,False
45,1998,1,0,1,106,32.0,10.688,4,2,0,2,0,0,0,0,1891,1785,-32.0,False
45,1999,1,0,1,106,36.0,11.063,4,2,0,2,0,0,0,0,1891,1785,-36.0,False
45,2000,1,0,1,106,40.0,11.199,4,2,0,2,0,0,0,0,1891,1785,-40.0,False
45,2001,1,0,1,107,45.0,11.142,6,2,0,2,0,0,0,0,1892,1785,-45.0,False
45,2002,1,0,1,106,52.0,11.016,8,2,0,2,0,0,0,0,1893,1787,-52.0,False
45,2003,1,0,1,105,59.0,11.055,7,2,0,2,0,0,0,0,1893,1788,-59.0,False
45,2004,1,0,1,103,67.0,11.126,8,2,0,2,0,0,0,0,1893,1790,-67.0,False
45,2005,1,0,1,108,75.0,10.403,15,2,0,2,0,0,0,0,1900,1792,-75.0,False
45,2006,1,0,1,108,83.0,10.574,8,2,0,2,0,0,0,0,1900,1792,-83.0,False
45,2007,1,0,1,108,91.0,10.599,9,2,0,2,0,0,0,0,1901,1793,-91.0,False
45,2008,1,0,1,107,99.0,10.598,8,2,0,2,0,0,0,0,1901,1794,-99.0,False
45,2009,1,0,1,108,107.0,10.445,9,2,0,2,0,0,0,0,1902,1794,-107.0,False
45,2010,1,0,1,105,115.0,10.139,8,2,0,2,0,0,0,0,1902,1797,-115.0,False
45,2011,1,0,1,103,123.0,9.797,8,2,0,2,0,0,0,0,1902,1799,-123.0,False
45,2012,1,0,1,102,134.0,9.337,12,2,0,2,0,0,0,1,1903,1801,-134.0,False
45,2013,1,0,1,103,148.0,9.037,15,2,0,2,1,0,0,3,1904,1801,-148.0,False
45,2014,1,0,1,99,164.0,8.762,16,2,0,2,2,0,0,3,1904,1805,-164.0,False
45,2015,1,0,1,98,184.0,8.603,20,2,0,2,4,0,0,4,1904,1806,-184.0,False
45,2016,1,0,1,96,206.0,8.344,22,2,0,2,4,0,0,6,1904,1808,-206.0,False
45,2017,1,0,1,100,231.0,7.44,32,2,0,2,5,0,0,8,1911,1811,-231.0,False
45,2018,1,0,1,99,258.0,7.085,28,2,0,2,7,0,0,8,1912,1813,-258.0,False
45,2019,1,0,1,98,285.0,6.923,27,2,0,2,7,0,0,8,1912,1814,-285.0,False
45,2020,1,0,1,97,315.0,6.77,30,2,0,2,9,0,0,9,1912,1815,-315.0,False
45,2021,1,0,1,97,346.0,6.442,32,2,0,2,9,0,0,10,1913,1816,-346.0,False
45,2022,1,0,1,95,379.0,6.401,33,2,0,2,10,0,0,11,1913,1818,-379.0,False
45,2023,1,0,1,93,414.0,6.111,36,2,0,2,12,0,0,11,1914,1821,-414.0,False
45,2024,1,0,1,92,450.0,6.007,36,2,0,2,13,0,0,11,1914,1822,-450.0,False
45,2025,1,0,1,89,489.0,5.668,40,2,0,2,15,0,0,11,1915,1826,-489.0,False
46,2026,0,1,0,86,533.0,5.378,44,3,1,3,16,0,0,12,1915,1829,0.0,False
46,2027,0,1,0,85,577.0,5.264,44,3,1,3,16,0,0,12,1915,1830,0.0,False
46,2028,0,1,0,84,623.0,5.031,47,3,1,3,17,0,0,13,1916,1832,0.0,False
46,2029,0,1,0,90,336.0,4.819,43,0,2,0,16,0,0,11,1923,1833,-336.0,False
46,2030,0,1,0,90,214.0,5.422,24,0,2,0,14,0,0,9,1923,1833,-214.0,False
46,2031,0,1,0,88,177.0,5.81,20,0,2,0,12,0,0,7,1923,1835,-177.0,False
46,2032,0,1,0,87,137.0,6.5,16,0,2,0,10,0,0,5,1923,1836,-137.0,False
46,2033,0,1,0,87,102.0,6.956,16,0,2,0,8,0,0,4,1925,1838,-102.0,False
46,2034,0,1,0,86,71.0,7.733,11,0,2,0,6,0,0,3,1925,1839,-71.0,False
46,2035,0,1,0,85,48.0,8.375,7,0,2,0,4,0,0,1,1925,1840,-48.0,False
46,2036,0,1,0,85,30.0,8.911,5,0,2,0,2,0,0,0,1925,1840,-30.0,False
46,2037,0,1,0,86,27.0,9.195,7,0,2,0,1,0,0,0,1926,1840,-27.0,False
46,2038,0,1,0,86,24.0,9.322,7,0,2,0,0,0,0,0,1927,1841,-24.0,False
