step,phase,phase_group,vehicle_count,total_waiting_time,mean_speed,total_queue,J1_phase,J2_phase,J3_phase,E1_queue_J1_J2,neg_E1_queue_J2_J1,E2_queue_J2_J3,neg_E2_queue_J3_J2,departed_cumulative,arrived_cumulative
1890,3,main_yellow,94,383.0,8.586,18,3,3,3,0,0,0,0,1789,1695
1891,0,side_green,93,66.0,8.601,7,0,0,0,1,0,0,0,1789,1696
1892,0,side_green,93,3.0,8.836,2,0,0,0,2,0,0,0,1789,1696
1893,0,side_green,94,8.0,9.036,6,0,0,0,3,0,0,1,1790,1696
1894,0,side_green,93,14.0,9.084,7,0,0,0,4,0,0,1,1791,1698
1895,0,side_green,93,22.0,9.538,8,0,0,0,4,0,0,1,1791,1698
1896,0,side_green,91,32.0,9.862,10,0,0,0,5,0,0,1,1791,1700
1897,0,side_green,98,43.0,9.36,18,0,0,0,5,0,1,1,1798,1700
1898,0,side_green,97,54.0,9.518,11,0,0,0,5,0,1,1,1798,1701
1899,0,side_green,97,66.0,9.41,13,0,0,0,5,1,1,1,1799,1702
1900,0,side_green,96,79.0,9.305,13,0,0,0,5,2,1,1,1799,1703
1901,0,side_green,97,94.0,8.977,16,0,0,0,5,3,2,1,1800,1703
1902,0,side_green,94,111.0,8.658,17,0,0,0,5,3,2,2,1800,1706
1903,0,side_green,94,129.0,8.322,18,0,0,0,5,4,2,2,1800,1706
1904,0,side_green,95,153.0,7.77,25,0,0,0,6,6,3,3,1801,1706
1905,0,side_green,96,178.0,7.359,26,0,0,0,6,7,3,3,1802,1706
1906,0,side_green,96,207.0,6.959,29,0,0,0,7,7,4,3,1802,1706
1907,0,side_green,96,236.0,6.68,29,0,0,0,7,7,4,3,1802,1706
1908,0,side_green,96,271.0,6.491,35,0,0,0,8,9,6,4,1802,1706
1909,0,side_green,97,310.0,5.367,46,0,0,0,8,11,7,4,1809,1712
1910,0,side_green,94,352.0,5.009,43,0,0,0,8,11,9,4,1810,1716
1911,0,side_green,91,394.0,4.756,43,0,0,0,8,11,10,4,1810,1719
1912,0,side_green,85,439.0,4.248,46,0,0,0,9,12,11,4,1810,1725
1913,0,side_green,83,488.0,4.005,50,0,0,0,9,13,12,4,1811,1728
1914,0,side_green,82,540.0,4.103,52,0,0,0,9,13,14,4,1811,1729
1915,0,side_green,82,592.0,4.17,53,0,0,0,9,13,14,4,1812,1730
1916,0,side_green,82,644.0,4.183,52,0,0,0,9,13,14,4,1812,1730
1917,0,side_green,83,696.0,4.146,53,0,0,0,9,13,14,4,1813,1730
1918,0,side_green,81,749.0,3.913,53,0,0,0,9,13,14,4,1813,1732
1919,0,side_green,80,802.0,3.698,53,0,0,0,9,13,14,4,1813,1733
1920,0,side_green,80,855.0,3.547,54,0,0,0,9,13,14,4,1814,1734
1921,0,side_green,86,910.0,3.224,62,0,0,0,9,13,14,4,1821,1735
1922,0,side_green,86,965.0,3.311,55,0,0,0,9,13,14,4,1821,1735
1923,0,side_green,86,1021.0,3.542,56,0,0,0,9,13,14,4,1821,1735
1924,0,side_green,86,1077.0,3.676,56,0,0,0,9,13,14,4,1821,1735
1925,0,side_green,88,1133.0,3.627,58,0,0,0,9,13,14,4,1823,1735
1926,0,side_green,88,1191.0,3.722,58,0,0,0,9,13,14,4,1823,1735
1927,0,side_green,88,1249.0,3.859,58,0,0,0,9,13,14,4,1823,1735
1928,0,side_green,87,1308.0,3.826,59,0,0,0,9,13,14,4,1823,1736
1929,0,side_green,88,1367.0,3.822,60,0,0,0,9,13,14,4,1824,1736
1930,0,side_green,86,1427.0,3.514,61,0,0,0,9,13,14,4,1825,1739
1931,0,side_green,85,1487.0,3.446,60,0,0,0,9,13,14,4,1825,1740
1932,0,side_green,85,1547.0,3.491,60,0,0,0,9,13,14,4,1825,1740
1933,1,side_yellow,91,1607.0,3.056,67,1,1,1,9,13,14,4,1832,1741
1934,1,side_yellow,91,1667.0,3.11,60,1,1,1,9,13,14,4,1832,1741
1935,1,side_yellow,91,1727.0,3.093,61,1,1,1,9,13,14,4,1833,1742
1936,2,main_green,91,1299.0,3.495,50,2,2,2,7,11,12,2,1833,1742
1937,2,main_green,92,925.0,3.915,39,2,2,2,5,9,10,0,1834,1742
1938,2,main_green,92,647.0,4.528,28,2,2,2,3,7,8,0,1834,1742
1939,2,main_green,92,403.0,5.116,19,2,2,2,1,5,6,0,1834,1742
1940,2,main_green,93,219.0,5.745,12,2,2,2,0,3,4,0,1835,1742
1941,2,main_green,94,94.0,6.599,10,2,2,2,0,1,2,0,1836,1742
1942,2,main_green,92,10.0,7.488,5,2,2,2,0,0,0,0,1836,1744
1943,2,main_green,90,16.0,8.349,6,2,2,2,0,0,0,0,1836,1746
1944,2,main_green,90,22.0,9.112,6,2,2,2,0,0,0,0,1836,1746
1945,2,main_green,96,28.0,9.086,13,2,2,2,0,0,0,0,1843,1747
1946,2,main_green,97,34.0,9.675,7,2,2,2,0,0,0,0,1844,1747
1947,2,main_green,97,40.0,10.253,6,2,2,2,0,0,0,0,1844,1747
1948,2,main_green,96,46.0,10.67,6,2,2,2,0,0,0,0,1844,1748
1949,2,main_green,97,52.0,10.779,7,2,2,2,0,0,0,0,1845,1748
1950,2,main_green,97,58.0,10.983,6,2,2,2,0,0,0,0,1845,1748
1951,2,main_green,98,64.0,10.813,7,2,2,2,0,0,0,0,1846,1748
1952,2,main_green,98,70.0,10.739,6,2,2,2,0,0,0,0,1846,1748
1953,2,main_green,99,76.0,10.562,7,2,2,2,0,0,0,0,1847,1748
1954,2,main_green,99,84.0,10.61,8,2,2,2,0,0,0,0,1847,1748
1955,2,main_green,99,95.0,10.504,11,2,2,2,0,0,0,0,1847,1748
1956,2,main_green,100,107.0,10.447,13,2,2,2,0,0,0,0,1848,1748
1957,2,main_green,107,119.0,9.797,19,2,2,2,0,0,0,0,1855,1748
1958,2,main_green,107,131.0,9.946,12,2,2,2,0,0,0,0,1855,1748
1959,2,main_green,107,143.0,10.12,12,2,2,2,0,0,0,0,1855,1748
1960,2,main_green,107,155.0,10.427,12,2,2,2,0,0,0,0,1855,1748
1961,2,main_green,109,167.0,10.194,14,2,2,2,0,0,0,0,1857,1748
1962,2,main_green,108,179.0,10.127,12,2,2,2,0,0,0,0,1857,1749
1963,2,main_green,105,191.0,9.931,12,2,2,2,0,0,0,0,1857,1752
1964,2,main_green,105,203.0,9.914,12,2,2,2,0,0,0,0,1857,1752
1965,2,main_green,103,217.0,9.793,15,2,2,2,0,0,0,0,1858,1755
1966,2,main_green,101,234.0,9.662,18,2,2,2,0,0,0,0,1859,1758
1967,2,main_green,101,252.0,9.725,18,2,2,2,0,0,0,0,1859,1758
1968,2,main_green,98,270.0,9.67,18,2,2,2,0,0,0,0,1859,1761
1969,2,main_green,105,288.0,9.058,25,2,2,2,0,0,0,0,1866,1761
1970,2,main_green,102,306.0,9.171,18,2,2,2,0,0,0,0,1866,1764
1971,2,main_green,102,324.0,9.287,19,2,2,2,0,0,0,0,1867,1765
1972,2,main_green,100,342.0,9.291,18,2,2,2,0,0,0,0,1867,1767
1973,2,main_green,99,360.0,9.219,19,2,2,2,0,0,0,0,1868,1769
1974,2,main_green,98,378.0,9.361,18,2,2,2,0,0,0,0,1868,1770
1975,2,main_green,96,396.0,9.212,18,2,2,2,0,0,0,0,1868,1772
1976,2,main_green,97,414.0,8.995,19,2,2,2,0,0,0,0,1869,1772
1977,2,main_green,97,434.0,8.836,21,2,2,2,0,0,0,0,1870,1773
1978,3,main_yellow,97,457.0,8.931,23,3,3,3,0,0,0,0,1870,1773
1979,3,main_yellow,97,481.0,9.006,24,3,3,3,0,0,0,0,1870,1773
1980,3,main_yellow,95,505.0,8.878,24,3,3,3,0,0,0,0,1870,1775
1981,0,side_green,102,122.0,8.409,19,0,0,0,0,0,0,0,1877,1775
1982,0,side_green,103,0.0,8.798,1,0,0,0,0,0,0,0,1878,1775
1983,0,side_green,103,2.0,9.169,2,0,0,0,2,0,0,0,1878,1775
1984,0,side_green,103,4.0,9.522,2,0,0,0,2,0,0,0,1878,1775
1985,0,side_green,102,7.0,9.619,4,0,0,0,3,0,0,0,1879,1777
1986,0,side_green,101,13.0,10.009,6,0,0,0,3,0,1,0,1879,1778
1987,0,side_green,101,22.0,10.191,10,0,0,0,4,1,1,1,1880,1779
1988,0,side_green,101,32.0,10.427,10,0,0,0,4,2,1,1,1880,1779
1989,0,side_green,100,42.0,10.15,11,0,0,0,4,2,1,1,1881,1781
1990,0,side_green,99,54.0,9.827,12,0,0,0,4,2,1,2,1881,1782
1991,0,side_green,97,66.0,9.391,12,0,0,0,4,2,1,2,1881,1784
1992,0,side_green,98,82.0,8.911,17,0,0,0,4,3,3,2,1882,1784
1993,0,side_green,103,100.0,7.805,25,0,0,0,4,4,3,2,1889,1786
1994,0,side_green,103,120.0,7.599,20,0,0,0,4,5,4,2,1889,1786
1995,0,side_green,103,142.0,7.479,22,0,0,0,6,5,4,2,1889,1786
1996,0,side_green,103,169.0,7.303,27,0,0,0,6,7,5,3,1889,1786
1997,0,side_green,104,199.0,6.887,32,0,0,0,6,8,6,3,1891,1787
1998,0,side_green,104,232.0,6.824,33,0,0,0,7,9,7,3,1891,1787
1999,0,side_green,99,267.0,6.386,35,0,0,0,7,11,7,3,1891,1792
2000,0,side_green,95,305.0,5.779,38,0,0,0,7,12,8,3,1891,1796
2001,0,side_green,90,345.0,5.112,41,0,0,0,7,12,10,3,1892,1802
2002,0,side_green,86,388.0,4.603,44,0,0,0,7,13,11,4,1893,1807
2003,0,side_green,84,435.0,4.474,47,0,0,0,8,14,12,4,1893,1809
2004,0,side_green,80,485.0,3.999,50,0,0,0,8,14,13,4,1893,1813
2005,0,side_green,84,537.0,3.365,59,0,0,0,8,14,15,4,1900,1816
2006,0,side_green,84,589.0,3.57,52,0,0,0,8,14,15,4,1900,1816
2007,0,side_green,85,641.0,3.724,53,0,0,0,8,14,15,4,1901,1816
2008,0,side_green,84,694.0,3.839,53,0,0,0,8,14,15,4,1901,1817
2009,0,side_green,85,747.0,3.929,54,0,0,0,8,14,15,4,1902,1817
2010,0,side_green,84,800.0,4.007,53,0,0,0,8,14,15,4,1902,1818
2011,0,side_green,84,853.0,4.164,53,0,0,0,8,14,15,4,1902,1818
2012,0,side_green,85,907.0,4.134,55,0,0,0,8,14,15,4,1903,1818
2013,0,side_green,86,961.0,4.154,55,0,0,0,8,14,15,4,1904,1818
2014,0,side_green,86,1016.0,4.156,55,0,0,0,8,14,15,4,1904,1818
2015,0,side_green,84,1071.0,3.817,55,0,0,0,8,14,15,4,1904,1820
2016,0,side_green,83,1127.0,3.672,56,0,0,0,8,14,15,4,1904,1821
2017,0,side_green,88,1183.0,3.142,63,0,0,0,8,14,15,4,1911,1823
2018,0,side_green,88,1240.0,3.12,58,0,0,0,8,14,15,4,1912,1824
2019,0,side_green,88,1298.0,3.227,58,0,0,0,8,14,15,4,1912,1824
2020,0,side_green,88,1357.0,3.368,59,0,0,0,8,14,15,4,1912,1824
2021,0,side_green,89,1416.0,3.419,60,0,0,0,8,14,15,4,1913,1824
2022,0,side_green,89,1476.0,3.588,60,0,0,0,8,14,15,4,1913,1824
2023,1,side_yellow,90,1537.0,3.691,62,1,1,1,8,14,15,4,1914,1824
2024,1,side_yellow,90,1598.0,3.74,61,1,1,1,8,14,15,4,1914,1824
2025,1,side_yellow,91,1660.0,3.672,63,1,1,1,8,14,15,4,1915,1824
2026,2,main_green,88,1248.0,3.607,50,2,2,2,6,12,13,2,1915,1827
2027,2,main_green,88,893.0,4.107,38,2,2,2,4,10,11,0,1915,1827
2028,2,main_green,88,634.0,4.583,30,2,2,2,2,8,9,0,1916,1828
2029,2,main_green,95,416.0,5.035,27,2,2,2,0,6,7,0,1923,1828
2030,2,main_green,94,275.0,6.047,12,2,2,2,0,4,5,0,1923,1829
2031,2,main_green,94,148.0,7.061,6,2,2,2,0,2,3,0,1923,1829
2032,2,main_green,93,28.0,8.199,1,2,2,2,0,0,1,0,1923,1830
2033,2,main_green,95,0.0,9.019,2,2,2,2,0,0,0,0,1925,1830
2034,2,main_green,95,0.0,9.674,0,2,2,2,0,0,0,0,1925,1830
2035,2,main_green,95,0.0,10.23,0,2,2,2,0,0,0,0,1925,1830
2036,2,main_green,95,1.0,10.561,1,2,2,2,0,0,0,0,1925,1830
2037,2,main_green,96,4.0,10.673,4,2,2,2,0,0,0,0,1926,1830
2038,2,main_green,93,9.0,10.785,6,2,2,2,0,0,0,0,1927,1834
2039,2,main_green,92,15.0,10.98,6,2,2,2,0,0,0,0,1927,1835
2040,2,main_green,91,21.0,11.095,6,2,2,2,0,0,0,0,1927,1836
2041,2,main_green,98,27.0,10.314,13,2,2,2,0,0,0,0,1934,1836
2042,2,main_green,98,33.0,10.559,6,2,2,2,0,0,0,0,1934,1836
2043,2,main_green,99,39.0,10.669,7,2,2,2,0,0,0,0,1935,1836
2044,2,main_green,99,45.0,10.807,6,2,2,2,0,0,0,0,1935,1836
2045,2,main_green,100,51.0,10.718,7,2,2,2,0,0,0,0,1936,1836
2046,2,main_green,100,57.0,10.84,6,2,2,2,0,0,0,0,1936,1836
2047,2,main_green,100,63.0,10.73,6,2,2,2,0,0,0,0,1936,1836
2048,2,main_green,101,69.0,10.459,7,2,2,2,0,0,0,0,1937,1836
2049,2,main_green,102,76.0,10.36,8,2,2,2,0,0,0,0,1938,1836
2050,2,main_green,102,86.0,10.36,10,2,2,2,0,0,0,0,1938,1836
2051,2,main_green,102,98.0,10.466,12,2,2,2,0,0,0,0,1938,1836
2052,2,main_green,99,110.0,10.459,12,2,2,2,0,0,0,0,1938,1839
2053,2,main_green,106,122.0,9.867,19,2,2,2,0,0,0,0,1945,1839
2054,2,main_green,106,134.0,9.903,13,2,2,2,0,0,0,0,1946,1840
2055,2,main_green,104,146.0,10.023,12,2,2,2,0,0,0,0,1946,1842
2056,2,main_green,104,158.0,10.206,12,2,2,2,0,0,0,0,1946,1842
2057,2,main_green,102,170.0,10.037,13,2,2,2,0,0,0,0,1947,1845
2058,2,main_green,100,182.0,9.874,12,2,2,2,0,0,0,0,1947,1847
2059,2,main_green,99,194.0,9.743,13,2,2,2,0,0,0,0,1948,1849
2060,2,main_green,96,208.0,9.704,14,2,2,2,0,0,0,0,1948,1852
2061,2,main_green,96,224.0,9.628,17,2,2,2,0,0,0,0,1949,1853
2062,2,main_green,94,241.0,9.509,17,2,2,2,0,0,0,0,1949,1855
2063,2,main_green,93,259.0,9.606,18,2,2,2,0,0,0,0,1949,1856
2064,2,main_green,92,277.0,9.533,19,2,2,2,0,0,0,0,1950,1858
2065,2,main_green,97,295.0,8.857,25,2,2,2,0,0,0,0,1957,1860
2066,2,main_green,95,313.0,9.006,18,2,2,2,0,0,0,0,1957,1862
2067,2,main_green,94,331.0,9.225,18,2,2,2,0,0,0,0,1957,1863
2068,3,main_yellow,93,349.0,9.296,18,3,3,3,0,0,0,0,1957,1864
2069,3,main_yellow,94,367.0,8.964,20,3,3,3,0,0,0,0,1959,1865
2070,3,main_yellow,94,386.0,8.802,19,3,3,3,1,0,0,0,1959,1865
2071,0,side_green,94,68.0,8.76,8,0,0,0,2,0,0,0,1959,1865
2072,0,side_green,94,5.0,9.094,2,0,0,0,2,0,0,0,1959,1865
2073,0,side_green,95,9.0,9.265,5,0,0,0,3,0,0,0,1960,1865
2074,0,side_green,94,15.0,9.419,7,0,0,0,4,0,0,1,1961,1867
2075,0,side_green,93,22.0,9.712,7,0,0,0,4,0,1,1,1961,1868
2076,0,side_green,92,30.0,10.036,8,0,0,0,5,0,1,1,1961,1869
2077,0,side_green,97,40.0,9.32,17,0,0,0,5,0,1,2,1968,1871
2078,0,side_green,96,51.0,9.255,11,0,0,0,5,0,1,2,1968,1872
2079,0,side_green,96,62.0,8.994,12,0,0,0,5,0,1,2,1969,1873
2080,0,side_green,96,76.0,8.919,14,0,0,0,5,0,3,2,1969,1873
2081,0,side_green,95,91.0,8.777,16,0,0,0,5,1,3,2,1970,1875
2082,0,side_green,94,111.0,8.562,20,0,0,0,6,2,5,3,1970,1876
2083,0,side_green,94,133.0,8.497,22,0,0,0,6,3,5,3,1970,1876
2084,0,side_green,94,158.0,8.097,26,0,0,0,6,4,7,3,1971,1877
2085,0,side_green,95,185.0,7.83,28,0,0,0,7,5,7,3,1972,1877
2086,0,side_green,95,214.0,7.564,29,0,0,0,7,5,7,3,1972,1877
2087,0,side_green,95,245.0,7.372,31,0,0,0,8,6,7,3,1972,1877
2088,0,side_green,95,279.0,7.288,34,0,0,0,8,7,7,4,1972,1877
2089,0,side_green,95,314.0,6.084,42,0,0,0,9,7,7,4,1979,1884
2090,0,side_green,93,350.0,5.692,37,0,0,0,9,8,7,4,1980,1887
2091,0,side_green,87,390.0,5.024,40,0,0,0,9,10,8,4,1980,1893
2092,0,side_green,82,431.0,4.492,41,0,0,0,9,11,8,4,1980,1898
2093,0,side_green,82,475.0,4.233,45,0,0,0,9,12,10,4,1981,1899
2094,0,side_green,82,521.0,4.373,46,0,0,0,9,12,10,5,1981,1899
2095,0,side_green,81,571.0,4.197,51,0,0,0,9,13,12,5,1982,1901
2096,0,side_green,81,623.0,4.253,52,0,0,0,9,13,13,5,1982,1901
2097,0,side_green,82,675.0,4.3,53,0,0,0,9,13,13,5,1983,1901
2098,0,side_green,78,727.0,3.896,52,0,0,0,9,13,13,5,1983,1905
2099,0,side_green,77,779.0,3.758,52,0,0,0,9,13,13,5,1983,1906
2100,0,side_green,77,831.0,3.516,53,0,0,0,9,13,13,5,1984,1907
2101,0,side_green,84,884.0,3.236,60,0,0,0,9,13,13,5,1991,1907
2102,0,side_green,84,937.0,3.311,53,0,0,0,9,13,13,5,1991,1907
2103,0,side_green,84,991.0,3.462,54,0,0,0,9,13,13,5,1991,1907
2104,0,side_green,84,1046.0,3.585,55,0,0,0,9,13,13,5,1991,1907
2105,0,side_green,86,1101.0,3.558,57,0,0,0,9,13,13,5,1993,1907
2106,0,side_green,86,1156.0,3.745,55,0,0,0,9,13,13,5,1993,1907
2107,0,side_green,86,1213.0,3.907,57,0,0,0,9,13,13,5,1993,1907
2108,0,side_green,86,1270.0,3.987,57,0,0,0,9,13,13,5,1993,1907
2109,0,side_green,87,1327.0,3.968,58,0,0,0,9,13,13,5,1994,1907
2110,0,side_green,84,1385.0,3.441,59,0,0,0,9,13,13,5,1995,1911
2111,0,side_green,83,1443.0,3.335,58,0,0,0,9,13,13,5,1995,1912
2112,0,side_green,82,1501.0,3.214,58,0,0,0,9,13,13,5,1995,1913
2113,1,side_yellow,89,1560.0,2.916,66,1,1,1,9,13,13,5,2002,1913
2114,1,side_yellow,89,1619.0,3.0,59,1,1,1,9,13,13,5,2002,1913
2115,1,side_yellow,90,1679.0,3.079,61,1,1,1,9,13,13,5,2003,1913
2116,2,main_green,90,1257.0,3.466,49,2,2,2,7,11,11,3,2003,1913
2117,2,main_green,91,881.0,3.97,39,2,2,2,5,9,9,1,2004,1913
2118,2,main_green,91,583.0,4.644,27,2,2,2,3,7,7,0,2004,1913
2119,2,main_green,91,346.0,5.282,17,2,2,2,1,5,5,0,2004,1913
2120,2,main_green,92,179.0,6.043,10,2,2,2,0,3,3,0,2005,1913
2121,2,main_green,93,61.0,6.867,6,2,2,2,0,1,1,0,2006,1913
2122,2,main_green,91,7.0,7.696,5,2,2,2,0,0,0,0,2006,1915
2123,2,main_green,89,12.0,8.529,5,2,2,2,0,0,0,0,2006,1917
2124,2,main_green,89,18.0,9.437,6,2,2,2,0,0,0,0,2006,1917
2125,2,main_green,96,24.0,9.397,13,2,2,2,0,0,0,0,2013,1917
2126,2,main_green,96,30.0,9.88,7,2,2,2,0,0,0,0,2014,1918
2127,2,main_green,96,36.0,10.373,6,2,2,2,0,0,0,0,2014,1918
2128,2,main_green,96,42.0,10.733,6,2,2,2,0,0,0,0,2014,1918
2129,2,main_green,96,48.0,10.982,7,2,2,2,0,0,0,0,2015,1919
2130,2,main_green,96,54.0,11.007,6,2,2,2,0,0,0,0,2015,1919
2131,2,main_green,97,60.0,10.937,7,2,2,2,0,0,0,0,2016,1919
2132,2,main_green,97,66.0,10.892,6,2,2,2,0,0,0,0,2016,1919
2133,2,main_green,98,74.0,10.611,9,2,2,2,0,0,0,0,2017,1919
2134,2,main_green,98,84.0,10.66,10,2,2,2,0,0,0,0,2017,1919
2135,2,main_green,98,96.0,10.61,12,2,2,2,0,0,0,0,2017,1919
2136,2,main_green,99,108.0,10.543,13,2,2,2,0,0,0,0,2018,1919
2137,2,main_green,106,120.0,9.958,19,2,2,2,0,0,0,0,2025,1919
2138,2,main_green,106,132.0,10.173,12,2,2,2,0,0,0,0,2025,1919
2139,2,main_green,106,144.0,10.374,12,2,2,2,0,0,0,0,2025,1919
2140,2,main_green,106,156.0,10.539,12,2,2,2,0,0,0,0,2025,1919
2141,2,main_green,108,168.0,10.35,14,2,2,2,0,0,0,0,2027,1919
2142,2,main_green,105,180.0,10.273,12,2,2,2,0,0,0,0,2027,1922
2143,2,main_green,105,192.0,10.256,12,2,2,2,0,0,0,0,2027,1922
2144,2,main_green,103,206.0,10.199,14,2,2,2,0,0,0,0,2027,1924
2145,2,main_green,104,222.0,10.03,17,2,2,2,0,0,0,0,2028,1924
2146,2,main_green,102,239.0,9.897,18,2,2,2,0,0,0,0,2029,1927
2147,2,main_green,101,257.0,9.859,18,2,2,2,0,0,0,0,2029,1928
2148,2,main_green,99,275.0,9.985,18,2,2,2,0,0,0,0,2029,1930
2149,2,main_green,104,293.0,9.343,25,2,2,2,0,0,0,0,2036,1932
2150,2,main_green,103,311.0,9.525,18,2,2,2,0,0,0,0,2036,1933
2151,2,main_green,102,329.0,9.473,19,2,2,2,0,0,0,0,2037,1935
2152,2,main_green,99,347.0,9.493,18,2,2,2,0,0,0,0,2037,1938
2153,2,main_green,99,365.0,9.349,19,2,2,2,0,0,0,0,2038,1939
2154,2,main_green,98,383.0,9.354,18,2,2,2,0,0,0,0,2038,1940
2155,2,main_green,97,401.0,9.26,18,2,2,2,0,0,0,0,2038,1941
2156,2,main_green,97,420.0,9.141,20,2,2,2,0,0,0,0,2039,1942
2157,2,main_green,95,442.0,9.013,23,2,2,2,0,0,0,0,2040,1945
2158,3,main_yellow,95,465.0,9.043,23,3,3,3,0,0,0,0,2040,1945
2159,3,main_yellow,95,489.0,9.007,24,3,3,3,0,0,0,0,2040,1945
2160,3,main_yellow,95,513.0,8.896,24,3,3,3,0,0,0,0,2040,1945
2161,0,side_green,102,130.0,8.444,20,0,0,0,1,0,0,0,2047,1945
2162,0,side_green,103,2.0,8.75,2,0,0,0,1,0,0,0,2048,1945
2163,0,side_green,103,4.0,9.164,2,0,0,0,2,0,0,0,2048,1945
2164,0,side_green,101,8.0,9.441,4,0,0,0,2,0,0,1,2048,1947
2165,0,side_green,102,13.0,9.611,6,0,0,0,2,0,0,1,2049,1947
2166,0,side_green,102,18.0,9.766,5,0,0,0,2,0,0,1,2049,1947
2167,0,side_green,101,27.0,9.763,10,0,0,0,3,1,2,1,2050,1949
2168,0,side_green,100,36.0,9.785,9,0,0,0,3,1,2,1,2050,1950
2169,0,side_green,99,47.0,9.414,12,0,0,0,3,3,2,1,2051,1952
2170,0,side_green,98,61.0,9.099,14,0,0,0,3,3,4,1,2051,1953
2171,0,side_green,97,79.0,8.913,18,0,0,0,3,4,6,1,2051,1954
2172,0,side_green,97,100.0,8.467,22,0,0,0,4,5,6,2,2052,1955
2173,0,side_green,103,122.0,7.573,29,0,0,0,4,5,7,2,2059,1956
2174,0,side_green,102,148.0,7.368,26,0,0,0,4,7,9,2,2059,1957
2175,0,side_green,101,177.0,7.208,29,0,0,0,5,7,9,3,2059,1958
2176,0,side_green,100,208.0,6.825,31,0,0,0,5,8,9,3,2059,1959
2177,0,side_green,102,243.0,6.415,37,0,0,0,5,10,10,3,2061,1959
2178,0,side_green,102,280.0,6.375,37,0,0,0,6,10,10,3,2061,1959
2179,0,side_green,96,321.0,5.948,41,0,0,0,6,12,12,3,2061,1965
2180,0,side_green,93,365.0,5.765,44,0,0,0,6,12,13,4,2061,1968
2181,0,side_green,90,411.0,5.315,47,0,0,0,6,12,15,4,2062,1972
2182,0,side_green,86,455.0,4.814,46,0,0,0,6,12,14,4,2063,1977
2183,0,side_green,81,501.0,4.38,46,0,0,0,6,12,15,4,2063,1982
2184,0,side_green,80,550.0,4.262,49,0,0,0,7,12,15,4,2063,1983
2185,0,side_green,85,600.0,3.672,57,0,0,0,7,12,15,5,2070,1985
2186,0,side_green,83,651.0,3.647,51,0,0,0,7,12,16,5,2070,1987
2187,0,side_green,84,703.0,3.753,53,0,0,0,7,12,16,5,2071,1987
2188,0,side_green,83,755.0,3.776,52,0,0,0,7,12,16,5,2071,1988
2189,0,side_green,84,808.0,3.918,54,0,0,0,7,12,16,5,2072,1988
2190,0,side_green,83,861.0,3.96,53,0,0,0,7,12,16,5,2072,1989
2191,0,side_green,83,914.0,4.076,53,0,0,0,7,12,16,5,2072,1989
2192,0,side_green,84,968.0,4.042,55,0,0,0,7,12,16,5,2073,1989
2193,0,side_green,85,1023.0,4.03,56,0,0,0,7,12,16,5,2074,1989
2194,0,side_green,84,1078.0,3.956,55,0,0,0,7,12,16,5,2074,1990
2195,0,side_green,83,1134.0,3.881,56,0,0,0,7,12,16,5,2074,1991
2196,0,side_green,80,1190.0,3.548,56,0,0,0,7,12,16,5,2074,1994
2197,0,side_green,87,1246.0,3.232,63,0,0,0,7,12,16,5,2081,1994
2198,0,side_green,88,1302.0,3.353,57,0,0,0,7,12,16,5,2082,1994
2199,0,side_green,88,1358.0,3.426,56,0,0,0,7,12,16,5,2082,1994
2200,0,side_green,88,1415.0,3.513,57,0,0,0,7,12,16,5,2082,1994
2201,0,side_green,89,1474.0,3.614,60,0,0,0,7,12,16,5,2083,1994
2202,0,side_green,89,1534.0,3.695,60,0,0,0,7,12,16,5,2083,1994
2203,1,side_yellow,89,1594.0,3.814,61,1,1,1,7,12,16,5,2084,1995
2204,1,side_yellow,89,1654.0,3.818,60,1,1,1,7,12,16,5,2084,1995
2205,1,side_yellow,90,1714.0,3.783,61,1,1,1,7,12,16,5,2085,1995
2206,2,main_green,86,1290.0,3.534,48,2,2,2,5,10,14,3,2085,1999
2207,2,main_green,85,924.0,3.881,37,2,2,2,3,8,12,1,2085,2000
2208,2,main_green,85,626.0,4.38,29,2,2,2,1,6,10,0,2086,2001
2209,2,main_green,92,418.0,4.82,26,2,2,2,0,4,8,0,2093,2001
2210,2,main_green,92,261.0,5.881,11,2,2,2,0,2,6,0,2093,2001
2211,2,main_green,92,125.0,6.995,6,2,2,2,0,0,4,0,2093,2001
2212,2,main_green,92,65.0,8.15,3,2,2,2,0,0,2,0,2093,2001
2213,2,main_green,94,6.0,8.796,3,2,2,2,0,0,0,0,2095,2001
2214,2,main_green,94,7.0,9.527,1,2,2,2,0,0,0,0,2095,2001
2215,2,main_green,94,8.0,10.118,1,2,2,2,0,0,0,0,2095,2001
2216,2,main_green,94,9.0,10.556,1,2,2,2,0,0,0,0,2095,2001
2217,2,main_green,95,13.0,10.938,5,2,2,2,0,0,0,0,2096,2001
2218,2,main_green,92,20.0,10.956,8,2,2,2,0,0,0,0,2097,2005
2219,2,main_green,91,27.0,11.257,7,2,2,2,0,0,0,0,2097,2006
2220,2,main_green,91,34.0,11.472,7,2,2,2,0,0,0,0,2097,2006
2221,2,main_green,98,41.0,10.773,14,2,2,2,0,0,0,0,2104,2006
2222,2,main_green,98,48.0,10.849,7,2,2,2,0,0,0,0,2104,2006
2223,2,main_green,99,55.0,10.894,8,2,2,2,0,0,0,0,2105,2006
2224,2,main_green,99,62.0,11.016,7,2,2,2,0,0,0,0,2105,2006
2225,2,main_green,100,69.0,11.068,8,2,2,2,0,0,0,0,2106,2006
